@relation noProbing_nonan_noid

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.968009,44523330880,8904666176,8985536,0.000431,0.944642,8771,5,9058,1.526611,508.695854,5,1.240837,288.853257,5,3680.333333,-0.291465,338.487092,5,0.419121,192.52681,5,991,-1.207831,0.445229,5,-0.013243,0.0877,0.006247,58,0,5,4,9285,0,0,3,1,0,0,0,0.75,0.25,-1.207831,0.445229,-0.013243,0.0877,-1.193175,506.320194,0.029768,288.639473,1.526611,508.695854,1.240837,288.853257,0,4657.195973,0,94.672426,93.657307,17.87617,94.600432,94.658027,0,94.672426,94.672426,0,91.079914,94.672426,94.672426,94.528438,94.557235,94.449244,94.672426,94.672426,94.550036,94.672426,94.485241,94.334053,90.655148
0.966139,41786075520,8357215104,8424612,0.000462,0.943263,8163,5,8484,1.446508,506.850589,5,1.228597,288.182029,5,3489.666667,-0.314436,337.799743,5,0.415776,192.133748,5,992,-1.205142,0.450188,5,-0.003171,0.09238,0.006471,56,0,5,4,8654,0,0,3,1,0,0,0,0.75,0.25,-1.205142,0.450188,-0.003171,0.09238,-1.184673,506.098452,0.021902,288.126836,1.446508,506.850589,1.228597,288.182029,0,4325.219571,0,94.551777,93.500773,17.97527,94.404946,94.50541,0,94.551777,94.551777,0,90.734158,94.551777,94.551777,94.50541,94.304482,94.358578,94.551777,94.551777,94.474498,94.551777,94.50541,94.366306,90.255023
0.954315,2687359620,537471924,803396,0.003381,0.915469,1083,5,1178,1.318676,535.202874,5,1.278499,283.047464,5,843,-0.336106,339.659738,5,0.411744,188.498326,5,669,-1.192758,0.438216,5,-0.131745,0.080643,0.007608,9,0,5,4,1183,0,0,3,1,0,0,0,0.75,0.25,-1.192758,0.438216,-0.131745,0.080643,-1.134238,483.338123,0.088479,282.366872,1.318676,535.202874,1.278499,283.047464,0,290.191316,0,93.083573,92.161383,16.887608,92.910663,92.622478,0,93.083573,93.083573,0,88.760807,93.083573,93.083573,92.9683,92.795389,92.507205,93.083573,93.083573,92.449568,93.083573,93.14121,92.276657,88.184438
0.949954,2219454675,443890935,694665,0.003704,0.911111,984,5,1077,0.811321,539.677778,5,1.144376,285.391587,5,787,-0.513374,341.810807,5,0.361875,189.57087,5,639,-1.203018,0.447235,5,-0.139666,0.087843,0.007407,8,0,5,4,1080,0,0,3,1,0,0,0,0.75,0.25,-1.203018,0.447235,-0.139666,0.087843,-1.148425,485.307407,0.080914,283.23318,0.811321,539.677778,1.144376,285.391587,0,251.165284,0,92.744479,91.167192,40.694006,92.050473,92.050473,0,92.744479,92.744479,0,88.706625,92.681388,92.744479,92.239748,92.744479,91.230284,92.744479,92.744479,91.293375,92.744479,92.555205,92.050473,88.328076
0.956113,3102123960,620424792,890136,0.003132,0.91621,1170,5,1268,1.691081,538.069695,5,1.356022,285.520834,5,889,-0.222526,341.889038,5,0.431792,189.061683,5,697,-1.231728,0.432972,5,-0.12473,0.077013,0.007048,9,0,5,4,1277,0,0,3,1,0,0,0,0.75,0.25,-1.231728,0.432972,-0.12473,0.077013,-1.126932,487.164448,0.064083,281.587201,1.691081,538.069695,1.356022,285.520834,0,328.233149,0,93.085106,91.808511,22.606383,92.819149,92.606383,0,93.085106,93.085106,0,88.989362,92.712766,93.085106,92.553191,92.978723,91.170213,93.085106,93.085106,92.553191,93.085106,92.978723,92.12766,88.882979
0.955236,3041142825,608228565,880215,0.003195,0.913738,1144,5,1245,1.568335,534.171725,5,1.321114,287.21506,5,881,-0.271579,337.7963,5,0.444378,191.165293,5,691,-1.215362,0.435226,5,-0.12271,0.078521,0.007188,9,0,5,4,1252,0,0,3,1,0,0,0,0.75,0.25,-1.215362,0.435226,-0.12271,0.078521,-1.167709,478.781949,0.134729,286.202297,1.568335,534.171725,1.321114,287.21506,0,315.334743,0,92.934783,91.304348,30.76087,92.663043,92.608696,0,92.934783,92.934783,0,87.880435,93.206522,92.934783,92.663043,92.554348,91.684783,92.934783,92.934783,91.521739,92.934783,92.771739,92.173913,87.5
0.950495,2382542330,476508466,729722,0.003597,0.908273,1010,5,1109,0.99281,530.355216,5,1.195028,284.954885,5,806.666667,-0.451454,338.411471,5,0.399255,188.574747,5,653,-1.204429,0.443045,5,-0.09925,0.084554,0.008094,9,0,5,4,1112,0,0,3,1,0,0,0,0.75,0.25,-1.204429,0.443045,-0.09925,0.084554,-1.142744,484.436151,0.101986,280.684801,0.99281,530.355216,1.195028,284.954885,0,261.840282,0,92.35474,91.253823,33.088685,91.926606,91.865443,0,92.35474,92.35474,0,87.584098,92.35474,92.35474,92.171254,91.987768,91.804281,92.35474,92.35474,92.04893,92.35474,91.926606,91.865443,87.400612
0.621622,16,8,4,0.021,0.741,741,2,2,-0.148126,0.704,2,1.360946,0.500234,2,2,-1.721693,0.468,2,0.149827,0.485808,2,2,-2.003755,0.219,2,-0.895118,0.413776,0.259,259,1,2,21,1000,0,0,20,1,0.047619,0,0,0.952381,0.047619,-1.999468,0.416,-0.094249,0.490976,-1.981404,0.505,-0.020031,0.498851,-1.850673,0.5235,0.341512,0.499968,0,0,0,74.410774,73.063973,73.670034,73.804714,68.619529,74.410774,74.410774,74.074074,73.602694,68.013468,73.063973,74.410774,81.885522,74.410774,70.23569,74.410774,74.410774,78.383838,77.845118,81.077441,78.989899,67.878788
0.438175,16558317291516,9013781868,4716788,0.0404,0.4692,1173,6,2342,0.356933,57622.8136,6,1.282997,20654.214546,3.976744,337.758621,-1.142675,2902.258877,3.976744,0.067367,625.319362,2,2,-2.001599,0.262736,2,-0.653346,0.011307,0.0784,196,9,3,101,2500,0,0,58,43,0.089109,0,0,0.574257,0.425743,-1.435358,0.958244,-0.118573,0.500097,-1.240828,2.2866,0.012461,1.296146,-0.897893,280.9597,0.263091,25.692234,1.422412,560.971723,1.422412,56.536913,55.489933,0,54.09396,52.483221,0,55.114094,57.127517,0,45.234899,42.550336,62.228188,64.697987,46.818792,57.503356,46.979866,56.295302,67.409396,67.194631,73.47651,57.234899,46.228188
0.17223,269801320880,399114380,552790,0.054667,0.22,165,8,745,1.101687,52116.153333,8,1.422457,23983.76179,3.75,239.162162,-0.767087,4179.324021,3.75,-0.027541,1345.856138,2,30,-1.450105,0.293677,2,-1.166365,0.045153,0.076,57,2,8,41,750,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.189165,0.639166,-0.430882,0.182933,-1.008031,7.11488,-0.150919,1.047711,-0.381606,77.555067,0.398482,11.829995,2.872281,203.038107,2.872281,23.301887,19.150943,0,17.830189,16.415094,0,20.283019,22.075472,0,16.320755,14.528302,23.773585,26.226415,24.245283,18.396226,22.641509,21.603774,16.886792,22.075472,22.735849,25.943396,13.490566
0.180451,23770880000,62720000,160000,0.1025,0.2775,111,8,400,1.335638,52300.405,8,1.35159,24670.874376,3.75,167.459459,-0.763957,4183.004331,3.75,-0.047223,1378.348841,2,30,-1.483194,0.297915,2,-1.310852,0.044264,0.0625,25,2,8,41,400,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.191042,0.639575,-0.431156,0.18067,-1.070105,7.17325,-0.126424,0.981514,-0.459192,77.275,0.388272,11.954332,2.872281,107.058809,2.872281,28.703704,23.703704,0,18.703704,20.555556,0,25.37037,25.925926,0,16.296296,19.444444,28.518519,37.592593,33.148148,27.777778,29.62963,29.074074,31.666667,25.925926,31.851852,37.407407,21.111111
0.272975,19640922120,128372040,356589,0.011818,0.277273,305,5,843,-0.99659,5201.511818,5,0.346516,1489.74743,3,230.375,-1.380731,1061.532926,3,0.062839,210.24072,2,3,-1.574378,0.382745,2,-0.347975,0.167961,0.139091,153,2,5,13,1100,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.540761,0.920682,0.022409,0.546701,-1.415146,1.100895,0.073422,0.804075,-1.274558,2462.575173,0.159222,140.706019,1.224745,297.863314,1.224745,31.428571,33.78882,0,32.732919,32.111801,0,35.031056,32.049689,0,30.434783,28.571429,33.043478,36.21118,24.782609,33.78882,27.950311,29.813665,35.900621,37.142857,38.695652,40.434783,31.428571
0.336195,8187550728,55697624,203276,0.018571,0.35,245,3,571,-1.081388,5157.932857,3,0.733261,1429.635765,2.6,176.5,-1.312729,1053.522677,2.6,0.00635,201.165611,2,3,-1.528338,0.400871,2,-0.419314,0.171972,0.305714,214,2,3,13,700,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.429156,0.964286,-0.299927,0.558318,-1.323476,1.228443,-0.04834,0.822023,-1.184964,2446.6827,0.271956,131.327125,0.547723,208.153789,0.547723,44.951456,43.009709,0,43.300971,39.61165,0,43.980583,42.524272,0,36.990291,38.640777,47.961165,47.864078,43.68932,48.543689,34.951456,42.524272,51.941748,53.203883,47.184466,50.097087,43.592233
0.244489,4069987560,28865160,122310,0.026,0.384,192,5,453,-0.889175,5108.876,5,0.26477,1501.848859,3,145.5,-1.34965,1050.559383,3,0.096737,212.759396,2,3,-1.675309,0.37604,2,-0.296405,0.169109,0.086,43,2,5,13,500,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.499135,0.892,0.027626,0.528356,-1.390246,1.08438,0.133308,0.789221,-1.217428,2466.393565,0.235917,146.817526,1.224745,163.609291,1.224745,38.591549,38.450704,0,40.422535,36.619718,0,42.112676,40.28169,0,38.450704,30.985915,39.43662,46.478873,40.56338,44.507042,39.43662,39.15493,50.56338,46.619718,53.098592,50.28169,40.28169
0.132132,809431967750,925065106,983066,0.041,0.24,240,8,994,0.700401,52106.178,8,1.342031,24536.418151,3.75,279.162162,-0.794876,4239.04982,3.75,-0.045842,1354.844394,2,30,-1.456989,0.297755,2,-1.085093,0.042808,0.089,89,2,8,41,1000,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.211414,0.628924,-0.450391,0.182206,-1.044969,7.12084,-0.169091,1.049192,-0.39142,76.90315,0.382686,12.204759,2.872281,269.649929,2.872281,29.273356,18.131488,0,17.301038,14.394464,0,21.176471,24.567474,0,13.633218,14.256055,29.273356,28.99654,24.844291,17.923875,24.567474,29.273356,19.446367,27.681661,26.989619,27.820069,17.854671
0.563025,352,176,88,0.058333,0.508333,61,2,44,-1.546783,38.724167,2,0.112508,1.819132,2,44,-1.546783,38.724167,2,0.112508,1.819132,2,44,-1.546783,38.724167,2,0.112508,1.819132,0.491667,59,6,2,7,120,0,0,1,6,0.857143,0,0,0.142857,0.857143,-1.546783,38.724167,0.112508,1.819132,-1.546783,38.724167,0.112508,1.819132,-1.546783,38.724167,0.112508,1.819132,0,0,0,98.181818,100,0,100,100,100,100,100,51.515152,100,100,99.393939,99.393939,77.575758,100,51.515152,80,100,100,99.393939,100,100
0.583573,2998705432800,3407619810,3679935,0.002155,0.346421,1447,3,2429,76.025509,0.828742,3,3.128817,0.490389,3,863.714286,11.033153,0.382703,3,0.620369,0.174618,3,51,-0.045476,0.139516,3,-0.639873,0.041827,0.316734,1323,0,3,9,4177,0,0,7,2,0,0,0,0.777778,0.222222,-0.023644,0.180594,-0.609198,0.09924,0.084012,0.359367,0.591852,0.120093,0.595124,0.523992,0.719098,0.221963,0,879.204511,0,58.68695,57.55004,0,65.716573,66.244996,0,62.305845,65.380304,0,57.934347,63.330665,62.081665,61.505204,60.480384,61.633307,34.667734,57.245797,60.192154,66.421137,62.546037,64.227382,57.261809
0.800885,40279830500,601191500,2058875,0.00376,0.88476,4000,12,2353,88.390332,1422.657819,12,6.596431,3009.638142,4.6,524.857143,28.192984,255.258192,4.6,3.357032,484.749021,2,24,-1.039531,0.542579,2,0.094627,1.693562,0.11524,521,4,2,17,4521,0,0,7,10,0.235294,0,0,0.411765,0.588235,0.348775,2.79363,0.699501,3.109807,12.53005,39.766645,2.77242,10.576211,51.995212,263.961292,5.875259,259.856633,3.977716,862.769075,3.977716,88.079764,86.824225,0,90.073855,87.695716,90.192024,89.586411,90.236337,83.618907,86.33678,87.961595,89.748892,88.980798,88.611521,87.946824,88.552437,88.552437,89.350074,90.088626,89.187592,89.4387,86.262925
0.971429,121550625,1157625,11025,0.09434,0.462264,49,4,105,-1.162664,53.396226,4,0.12978,30.582809,4,102.777778,-1.191685,51.585954,4,0.018333,29.727478,4,95,-1.215631,46.028302,4,-0.016735,27.568946,0.132075,14,0,4,10,106,0,0,9,1,0,0,0,0.9,0.1,-1.209834,50.051887,-0.012854,28.808618,-1.186511,52.896226,0.008308,30.322118,-1.179468,53.103774,0.030152,30.409092,0,4.146618,0,47.692308,68.461538,46.153846,54.615385,49.230769,0,60,53.076923,0,56.923077,63.076923,51.538462,57.692308,46.153846,54.615385,50,50,50,50,56.923077,68.461538,44.615385
0.870588,39943340976,259372344,1041656,0.016933,0.778457,1655,3,1064,299.424142,1702.877234,3,17.353457,930.919143,3,103.771429,17.740298,106.212907,3,2.39219,60.498826,3,2,-1.366059,0.003293,3,-0.995178,0.0573,0.082785,176,0,3,36,2126,0,0,35,1,0,0,0,0.972222,0.027778,-0.292943,0.126058,0.115784,0.363094,3.009531,3.659925,1.657339,2.949386,15.131589,93.579492,3.920287,17.192814,0,236.259091,0,93.175355,90.331754,0,98.388626,98.767773,0,98.35703,98.830964,0,99.020537,93.586098,98.293839,98.546603,87.077409,98.546603,78.199052,87.077409,98.325434,98.830964,98.736177,98.799368,96.113744
0.936508,16,8,4,58.15625,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,3722,2,3722,64,0,0,0,3722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,78.75,0,85,46.25,90,88.75,80,90,60,58.75,78.75,80,81.25,83.75,56.25,87.5,85,80,88.75,85,63.75
0.936508,16,8,4,3.59375,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,230,2,230,64,0,0,0,230,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.25,85,0,85,86.25,86.25,87.5,82.5,83.75,88.75,88.75,85,90,68.75,80,56.25,76.25,80,82.5,81.25,88.75,80
0.936508,16,8,4,3.796875,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,243,2,243,64,0,0,0,243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,87.5,0,91.25,88.75,86.25,86.25,78.75,77.5,83.75,83.75,82.5,85,65,76.25,56.25,66.25,73.75,78.75,81.25,85,68.75
0.457338,13483008,421344,11088,0.047619,0.639456,188,5,154,111.196773,230.520408,5,10.08996,95.414336,5,25.615385,27.332138,40.92708,5,-0.62498,12.609629,5,2,-1.62155,-8.846939,5,-7.323916,0.447533,0.05102,15,0,5,14,294,0,0,13,1,0,0,0,0.928571,0.071429,-0.744492,-2.661565,-3.287915,0.80996,3.047268,0.586054,-0.472436,1.499491,63.785406,89.964286,1.084128,13.624688,0,43.811221,0,64.197531,63.209877,0,69.135802,64.691358,0,70.123457,70.37037,0,61.975309,62.469136,69.876543,68.395062,66.91358,60.740741,67.901235,65.679012,64.691358,69.382716,66.666667,70.617284,62.716049
0.500413,2157796475136,1780360128,1468944,0.083333,0.50495,612,2,1212,12.666354,8245.599272,2,3.378216,19788.636065,2,1211.99,11.013298,8189.417136,2,3.236031,19481.352687,2,1211,10.514617,8113.476133,2,3.1877,19223.183969,0.49505,600,1,2,101,1212,0,0,100,1,0.009901,0,0,0.990099,0.009901,10.65807,8168.31018,3.204333,19409.313867,10.767502,8200.085399,3.219434,19489.247888,11.205721,8212.043437,3.256677,19557.169838,0,0.1,0,50.415512,48.698061,85.761773,87.202216,54.459834,55.67867,60.720222,59.501385,59.00277,61.274238,61.495845,50.415512,52.354571,52.686981,50.415512,50.415512,50.249307,50.415512,58.781163,57.174515,59.612188,59.058172
0.239407,320,80,20,0.000695,0.333385,4320,5,0,0,0,5,0,0,3.444444,0,0,0,3.444444,0,0,2,0,0,0,2,0,0,0.025313,328,1,4,9,12958,0,0,0,9,0.111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.881917,0,0.881917,90.386399,90.386399,0,92.478104,99.763009,0,92.838743,92.375064,0,97.50644,96.357548,94.224626,96.141164,71.24678,98.742916,33.359093,66.280268,96.1051,98.165894,95.383823,98.371973,93.508501
0.965482,451239860355256,106575309484,22939154,0.00124,0.946063,4578,2,4802,119.739435,525.800301,2,7.731519,156.579297,2,4520.8,48.007919,204.971169,2,3.373429,61.205474,2,4145,-0.015317,24.482007,2,-0.750783,10.726997,0.053937,261,1,2,6,4839,0,0,5,1,0.166667,0,0,0.833333,0.166667,3.748219,70.393669,-0.282821,12.088756,17.188505,126.855547,2.504863,62.005622,107.677326,378.60648,7.463963,109.922119,0,309.784925,0,94.68599,89.31677,71.677019,96.63216,98.219462,94.68599,94.68599,96.149068,94.68599,94.837819,97.460317,95.555556,98.05383,94.534161,97.750173,94.68599,94.68599,97.99862,98.385093,97.874396,98.481712,97.694962
0.634426,33343158816,347324571,3508329,0.000307,0.760718,37155,41,28523,152.693096,189664.134597,41,11.894659,105604.025423,11.222222,4821.833333,30.359638,31819.974766,11.222222,3.063861,18914.620327,2,16,-0.184269,10.078089,2,-0.316525,2.570973,0.239282,11687,2,2,15,48842,3620,6465,6,9,0.133333,0.074117,0.008824,0.4,0.6,0.423242,31.502211,0.099931,9.936326,4.504454,63.962348,0.998236,208.357531,53.184034,48225.334369,6.401021,31990.020649,12.15296,11611.209643,12.15296,84.069625,83.34198,0,85.142662,82.780887,84.999317,84.9843,85.112628,79.247782,79.331058,78.690785,85.638225,84.6157,81.05802,85.227304,76.075085,76.075085,86.120137,86.10785,85.075768,84.991126,81.593174
0.988722,12092640,215940,3660,0.168539,0.794007,212,2,61,16.907154,74.033708,2,-0.882106,15.2005,2,42.886364,5.220642,64.583674,2,-1.763706,9.680522,2,29,0.841243,50.535581,2,-3.120965,6.058104,0.205993,55,1,2,45,267,0,0,44,1,0.022222,0,0,0.977778,0.022222,2.483611,61.580524,-2.26956,7.977934,3.94747,64.810861,-1.660039,9.193586,7.092206,67.440075,-1.240313,11.24156,0,7.791516,0,74.025974,68.571429,65.974026,77.402597,77.922078,80,80.519481,81.298701,80.519481,68.311688,67.272727,74.805195,78.701299,76.363636,76.883117,80.519481,80.519481,77.402597,81.298701,78.701299,83.896104,74.025974
0.972067,1049760000,5832000,32400,0.377778,0.166667,30,30,180,43.739752,0.697478,30,4.857274,0.496565,18,180,0.964319,-0.484363,18,0.486219,0.29253,6,180,-1.598238,-0.963753,6,-1.825767,0.005771,0.166667,30,0,6,68,180,0,0,66,2,0,0,0,0.970588,0.029412,-1.235912,-0.673413,0.336744,0.255399,-0.791321,-0.586169,0.455792,0.34106,1.338707,-0.476225,0.668129,0.418889,16.970563,0,16.970563,92.5,89.166667,0,84.166667,93.333333,0,89.166667,94.166667,0,38.75,82.916667,81.666667,82.083333,53.75,95.416667,16.666667,33.333333,95.416667,95,94.166667,95.833333,82.5
0.996769,36256875981887808,2628071613648,190495188,0.002177,0.998385,14217,2,13806,459.191776,94536.798174,2,11.341748,47496.696579,2,13470.566667,60.058775,3154.274274,2,-0.272687,1592.83935,2,5425,-1.288693,-0.011058,2,-7.56495,0.326954,0.001615,23,1,2,31,14240,0,0,30,1,0.032258,0,0,0.967742,0.032258,1.541537,-0.00391,-1.852573,0.721001,14.075914,-0.001873,-0.255195,0.971087,93.416424,0.004945,0.629858,1.355431,0,1523.21112,0,99.714219,97.816819,0,99.850082,99.943781,99.953151,99.943781,99.901616,99.882877,99.896931,99.901616,99.920356,99.915671,99.915671,99.925041,99.882877,99.873507,99.925041,99.896931,99.892246,99.934411,99.878192
0.739872,5740560,820080,18224,0.03617,0.851064,400,7,136,30.481411,62.534043,7,5.633491,11.767857,2.571429,105,10.369463,23.461461,2.571429,1.99584,7.115385,2,45,-0.121854,3.281638,2,-0.19116,0.871395,0.148936,70,11,2,17,470,0,0,3,14,0.647059,0,0,0.176471,0.823529,-0.121854,3.281638,-0.19116,0.871395,0.748833,4.568702,0.545188,8.706902,30.481411,62.534043,5.633491,11.767857,1.398586,51.971146,1.398586,83.741007,69.064748,0,83.884892,81.294964,85.035971,85.035971,85.467626,85.611511,78.848921,82.877698,84.892086,85.179856,84.316547,80,85.611511,84.748201,85.467626,85.467626,84.604317,84.460432,76.690647
0.955497,13784658708,56035198,146689,0.015666,0.671018,257,3,383,3.630774,284.799823,3,0.951196,6.76597,3,297,0.757839,70.615598,3,0.014605,1.587624,3,91,-1.187746,4.205843,3,-0.95425,0.033491,0.002611,1,0,3,6,383,0,0,5,1,0,0,0,0.833333,0.166667,-0.880869,7.726516,-0.621001,0.053514,0.637178,16.579115,-0.028982,0.156596,2.456877,160.522921,0.672005,3.837248,0,129.473936,0,93.392857,84.642857,67.857143,88.035714,92.857143,0,89.464286,89.107143,0,96.25,95.357143,93.571429,92.857143,81.25,94.107143,67.857143,75,95,90.357143,92.678571,95,92.857143
0.514022,81,27,9,0.002804,0.556943,6157,3,0,0,0,3,0,0,2.258065,0,0,0,2.258065,0,0,2,0,0,0,2,0,0,0.443057,4898,23,2,31,11055,0,0,0,31,0.741935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444803,0,0.444803,93.077852,93.089922,0,94.158117,96.469523,93.946892,94.049487,93.832227,93.765842,96.928183,96.837658,92.848521,94.659022,89.14303,96.022933,55.703078,89.14303,95.491853,96.590223,94.990947,97.199759,95.630658
0.960606,9542060131278312,966186728562,97811979,0.00202,0.29795,2950,6,9901,1.424756,4335366.971316,6,1.671242,1226815.547512,6,9835.263158,-0.465349,228180.380672,6,-0.239923,64569.993674,6,9663,-1.329883,1.890965,6,-1.127177,0.309389,0.000101,1,0,6,20,9901,0,0,19,1,0,0,0,0.95,0.05,-1.112431,1.949789,-0.699033,0.347428,-0.95769,4.009825,-0.266042,1.005279,-0.005708,4.338087,0.151267,1.146435,0,62.01061,0,79.352008,42.443469,42.666217,58.123523,68.086399,0,55.720553,56.712791,0,92.453594,94.863314,93.256834,81.876477,92.143098,87.99865,29.834627,44.79244,87.21566,77.489031,82.794465,93.648329,88.059399
0.810761,4058916576,33269808,126984,0.074074,0.577778,312,429,262,137.577338,37287.531481,429,11.529525,8728.998307,39.590909,59.277778,10.368503,2198.883738,39.590909,1.192745,506.960278,1,4,-1.751947,0.038144,1,-1.948854,0.193354,0.422222,228,4,2,40,540,263,999,18,22,0.1,0.487037,0.04625,0.45,0.55,0.376651,2.129278,-0.184596,1.095676,1.464911,32.837314,0.415206,4.758435,5.481462,61.366191,1.306231,8.302573,107.53589,61.977041,107.53589,75.72327,71.949686,0,76.226415,52.201258,77.735849,78.238994,76.72956,57.861635,71.320755,77.987421,68.805031,68.805031,47.044025,57.987421,57.861635,69.685535,57.861635,76.72956,59.119497,74.08805,65.91195
0.998211,7118392320,60840960,475320,0.012518,0.243205,680,57,2796,88.427608,1398.5,57,6.527731,807.280001,24.333333,142.53125,5.185923,46.428731,24.333333,1.271225,27.703245,6,1,-1.2,0.3,6,0,0,0.097997,274,0,6,35,2796,2795,68100,32,3,0,0.999642,0.695892,0.914286,0.085714,-0.551036,1.191176,0.404452,0.925348,-0.245994,3.008203,0.718929,2.349033,3.157627,4.151882,1.793287,2.91493,28.360771,486.276702,28.360771,98.580024,96.750903,0,99.54272,99.951865,0,100,99.975933,0,22.839952,95.21059,99.807461,99.711191,99.687124,99.687124,24.4284,44.933815,99.687124,99.975933,100,100,91.841155
0.472946,206448,12144,552,0.026,0.58,290,24,17,-0.582089,3.5286,24,-1.164765,2.005364,13.083333,17,-0.582089,3.5286,13.083333,-1.164765,2.005364,2,17,-0.582089,3.5286,2,-1.164765,2.005364,0.42,210,1,2,13,500,401,835,1,12,0.076923,0.802,0.128462,0.076923,0.923077,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,7.549333,0,7.549333,59.864865,60.675676,0,56.216216,55.405405,58.378378,58.378378,57.702703,59.459459,53.783784,53.378378,61.621622,58.918919,58.783784,59.459459,58.108108,59.864865,58.243243,57.702703,57.297297,59.189189,55.27027
