@relation noProbing_nonan_noid

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.9995,15737627524608,7904383488,3968064,0.0385,0.9,1800,2,1992,1.994921,0.377311,2,1.029985,0.176231,2,1983.697368,0.119006,0.132032,2,0.544701,0.067108,2,1962,-1.125279,0.071692,2,-0.120625,0.037555,0.1,200,1,2,77,2000,0,0,76,1,0.012987,0,0,0.987013,0.012987,-0.178903,0.086326,0.408991,0.042704,0.063023,0.1065,0.554228,0.052759,0.438104,0.155768,0.710785,0.086335,0,5.04386,0,99.130435,99.431438,90.367893,99.364548,99.732441,99.765886,99.799331,99.732441,99.498328,99.93311,99.799331,99.0301,99.063545,97.725753,99.464883,90.133779,97.792642,99.130435,99.732441,99.130435,99.598662,98.093645
0.686275,7171008,140608,2704,0.480769,0.557692,29,22,52,1.241216,1859.480769,22,0.968128,425.912146,8,41.571429,-0.306797,412.458729,8,-0.017664,94.860492,2,13,-1.047318,8.026923,2,-1.172573,1.837972,0.442308,23,1,2,25,52,2,7,21,4,0.04,0.038462,0.005385,0.84,0.16,-0.708866,17.292922,-0.523959,4.666953,-0.365301,89.252549,-0.101745,34.997944,-0.065817,703.192308,0.540776,156.192083,9.416298,14.935098,9.416298,68.333333,75,0,68.333333,71.666667,70,70,75,56.666667,85,71.666667,75,76.666667,75,68.333333,58.333333,71.666667,70,75,60,75,63.333333
0.988701,291991392,2317392,17556,0.078652,0.601124,107,2,133,2.104991,746.893258,2,1.098191,314.907474,2,98.153846,0.006743,69.133663,2,0.350168,26.177785,2,39,-1.086435,0.361854,2,-0.307285,0.124453,0.398876,71,1,2,14,178,0,0,13,1,0.071429,0,0,0.928571,0.071429,-0.844063,1.810084,-0.015196,0.423351,-0.248403,2.366517,0.213047,0.811827,0.521295,16.247781,0.818203,2.828925,0,32.822366,0,96.078431,95.294118,70.588235,96.470588,96.078431,98.039216,96.862745,97.254902,60.784314,93.72549,98.039216,89.019608,90.196078,89.803922,91.764706,60.784314,90.196078,90.980392,97.254902,90.980392,97.647059,87.843137
0.557252,192,64,16,0.037879,0.613636,81,2,4,-0.344297,2,2,0.746646,0.947988,2,3.75,-0.636108,1.965909,2,0.559984,0.915893,2,3,-1.511538,1.954545,2,0,0.819607,0.386364,51,1,2,5,132,0,0,4,1,0.2,0,0,0.8,0.2,-1.219728,1.954545,0.186661,0.851702,-0.344297,1.954545,0.746646,0.947988,-0.344297,1.988636,0.746646,0.947988,0,0.5,0,62.162162,63.243243,62.702703,66.486486,82.162162,74.594595,65.945946,75.135135,64.324324,75.135135,76.756757,62.162162,77.297297,60,81.621622,62.162162,60,77.837838,76.756757,80.540541,77.297297,76.216216
0.823529,140741550,2385450,31806,0.126829,0.673171,138,22,186,5.305682,13207.129353,22,2.610862,7947.066342,5.636364,61.333333,1.359319,1447.091008,5.636364,0.799581,606.987934,2,23,-0.828945,3.255423,2,-0.683122,0.273539,0.326829,67,5,2,26,205,46,59,15,11,0.192308,0.22439,0.011069,0.576923,0.423077,-0.042854,25.219512,0.073237,2.443522,0.578648,98.756585,0.681398,6.886443,2.62328,174.049268,1.391029,41.642693,5.920688,49.449349,5.920688,81.016949,71.525424,0,81.355932,85.762712,82.711864,82.711864,83.389831,66.440678,88.474576,83.389831,80,78.305085,82.372881,84.40678,67.79661,68.813559,87.79661,84.067797,78.644068,88.813559,86.101695
0.999598,9702372709236240,978258994680,98594940,0.001506,0.837968,8347,2,9935,3.795248,20.364321,2,1.696886,15.878836,2,8486.785714,-0.037186,2.053272,2,0.109837,1.705552,2,29,-0.863801,-0.528716,2,-0.377845,0.097999,0.162032,1614,1,2,15,9961,0,0,14,1,0.066667,0,0,0.933333,0.066667,-0.482754,-0.213972,-0.272647,0.152111,-0.221061,-0.035201,0.074699,0.227156,-0.138441,0.373433,0.241053,0.412696,0,3570.869366,0,95.8071,96.135298,0,96.16209,98.874749,96.255861,96.195579,96.269257,89.624916,99.638312,99.658406,93.054253,97.555258,86.383121,97.689216,83.824514,83.824514,97.38781,98.171467,96.825184,98.734092,97.066309
0.922696,65536,4096,256,0.00085,0.95935,19187,2,16,2.075245,8.33885,2,1.159975,3.304555,2,16,0.697738,5.925466,2,0.290297,2.273771,2,16,-0.421179,3.0461,2,-0.310079,1.546722,0.04065,813,1,2,17,20000,0,0,16,1,0.058824,0,0,0.941176,0.058824,0.309132,4.174812,-0.13733,2.017439,0.885304,5.913225,0.254335,2.293372,1.172839,7.726012,0.653378,2.547423,0,0,0,98.01234,97.305319,93.953643,97.748874,99.57979,97.858929,97.225279,97.718859,97.255294,99.83992,99.77989,95.224279,99.17292,96.074704,99.37302,95.964649,95.964649,99.236285,99.383025,99.096215,99.543105,99.096215
0.9995,104917340000,191455000,348100,0.1085,0.9,1800,2,590,1.701286,1141.5705,2,0.863071,153.511581,2,214.722222,-0.315188,318.270389,2,0.027561,49.581313,2,15,-1.389321,6.7675,2,-1.073824,1.985485,0.1,200,1,2,217,2000,0,0,216,1,0.004608,0,0,0.995392,0.004608,-0.697047,14.118125,-0.219026,5.542689,-0.402691,146.47975,-0.014119,30.290066,0.011386,684.50275,0.366513,91.596871,0,191.563182,0,95.016722,95.150502,88.461538,99.297659,99.598662,99.698997,99.832776,99.565217,90.267559,99.364548,15.685619,98.060201,98.762542,97.859532,98.996656,90.133779,97.892977,98.695652,99.565217,98.695652,99.297659,97.826087
0.546909,525002527200,644174880,789430,0.0082,0.6616,3308,2,890,0.150608,3.322468,2,0.272037,2.032674,2,624.65,-0.196417,0.899488,2,0.035468,1.271116,2,511,-0.679052,-0.025552,2,-0.272031,0.976453,0.3384,1692,1,2,41,5000,0,0,40,1,0.02439,0,0,0.97561,0.02439,-0.484952,-0.000989,-0.02426,0.999687,-0.051227,0.031811,0.016415,1.01387,0.019352,2.00251,0.084593,1.657087,0,125.040824,0,84.94322,85.290581,0,85.317301,87.281229,84.676019,85.531062,85.370741,84.95658,80.587842,80.213761,80.01336,84.328657,76.299265,83.032732,66.199065,74.8831,82.53841,86.065464,83.473614,88.924516,78.610554
0.819541,83521,4913,289,0.011566,0.898221,5048,2,17,2807.498576,11.98968,2,52.995278,6.518238,2,14.28125,168.553869,4.911243,2,5.451186,3.686292,2,1,-1.64652,0,2,-1.302992,0,0.101779,572,1,2,65,5620,0,0,64,1,0.015385,0,0,0.984615,0.015385,-1.372991,0.261032,-0.329927,0.967117,0.077216,4.565569,0.559945,4.301747,20.296405,9.049155,4.066612,5.866372,0,5.128411,0,95.424837,94.783125,92.655971,98.609626,99.42959,98.85918,98.978015,98.918598,98.621509,99.679144,99.334522,90.683304,97.991682,89.887106,98.443256,89.89899,89.89899,97.932264,99.132501,97.468806,98.85918,96.280452
0.536424,27788488,677768,13832,0.046205,0.544554,165,4,152,4.505423,246.264026,4,1.26972,51.830751,2.625,62.833333,1.108898,97.269182,2.625,0.595246,17.242572,2,4,-0.542167,0.674497,2,-0.53741,0.938202,0.455446,138,4,2,14,303,7,7,6,8,0.285714,0.023102,0.00165,0.428571,0.571429,-0.182019,0.948327,-0.2862,1.105357,0.588143,92.99505,0.928585,13.310122,2.308216,173.801155,1.205773,30.136559,0.744024,51.758735,0.744024,83.181818,83.181818,0,86.818182,81.363636,86.590909,87.045455,84.772727,62.727273,74.318182,76.363636,78.181818,80.909091,76.363636,78.181818,54.545455,76.363636,78.409091,85.454545,78.181818,83.863636,72.272727
0.997962,8160,2040,510,0.006789,0.57298,844,4,34,1.529607,32.538357,4,1.099014,8.227245,3,24.5,0.292856,17.899864,3,0.677732,5.292897,2,15,-0.943894,3.261371,2,0.256449,2.358549,0.42702,629,4,2,10,1473,0,0,2,8,0.4,0,0,0.2,0.8,-0.943894,3.261371,0.256449,2.358549,0.292856,17.899864,0.677732,5.292897,1.529607,32.538357,1.099014,8.227245,1.069045,13.435029,1.069045,67.699317,66.469248,0,67.425968,66.378132,68.33713,67.061503,67.107062,65.558087,58.769932,66.378132,68.792711,68.701595,64.783599,65.968109,57.403189,64.100228,68.56492,70.432802,68.701595,66.742597,62.505695
0.838356,586727280,48893940,133956,0.016393,0.912568,334,12,366,-1.2,183.5,12,0,105.799338,8.666667,365.666667,-1.2,183.333333,8.666667,0,105.703113,2,365,-1.2,183,2,0,105.510663,0.087432,32,1,2,6,366,1,1,3,3,0.166667,0.002732,0.000455,0.5,0.5,-1.2,183,0,105.510663,-1.2,183.5,0,105.799338,-1.2,183.5,0,105.799338,5.773503,0.57735,5.773503,92.523364,92.336449,0,91.962617,88.971963,92.523364,92.523364,92.523364,92.523364,85.981308,87.476636,92.523364,92.149533,91.962617,91.962617,92.523364,91.028037,92.523364,92.523364,91.775701,91.028037,85.981308
0.490196,6895200,137904,2704,0.461538,0.538462,28,22,52,1.071878,1735.980769,22,0.923063,325.271862,8,39.5,-0.21757,303.240845,8,0.256053,68.57623,2,13,-0.825556,4.7946,2,-0.792985,2.061224,0.461538,24,1,2,24,52,9,39,20,4,0.041667,0.173077,0.03125,0.833333,0.166667,-0.498818,9.990385,-0.112864,4.869141,-0.276749,85.142935,0.332322,28.462871,-0.077999,467.195192,0.512701,105.285305,9.416298,14.229325,9.416298,72.307692,69.230769,0,47.692308,70.769231,64.615385,67.692308,64.615385,53.846154,63.076923,75.384615,72.307692,72.307692,53.846154,66.153846,53.846154,67.692308,66.153846,66.153846,53.846154,73.846154,49.230769
0.995992,41088250000,110750000,250000,0.048,0.84,420,500,500,29.624551,250.5,500,4.22047,144.481833,129.5,232.8,3.769432,15.673718,129.5,1.157303,8.217107,1,78,-1.2,0.2842,1,-0.06826,0.272753,0.16,80,1,2,24,500,0,0,20,4,0.041667,0,0,0.833333,0.166667,0.215512,0.667225,0.48336,0.427664,0.74405,1.32587,0.799915,0.774766,3.430727,2.68652,1.488087,1.052249,247.082307,112.086715,247.082307,99.459459,95.675676,0,99.864865,100,100,100,100,84.459459,100,90.540541,100,100,15.540541,99.864865,84.459459,100,99.864865,100,84.459459,99.72973,94.054054
0.484848,19257810,296274,4489,0.238806,0.61194,41,2,67,61.163225,43453.985075,2,7.678288,75070.435056,2,42.857143,19.534259,6541.183369,2,3.852973,10102.946291,2,3,2.266927,0.089552,2,1.712336,0.416746,0.38806,26,2,2,16,67,0,0,14,2,0.125,0,0,0.875,0.125,5.122844,9.048507,2.202326,26.925523,13.120706,139.455224,3.350031,190.635843,35.868344,1515.291045,5.531256,2582.394211,0,23.543273,0,72.941176,71.764706,0,81.176471,84.705882,75.294118,74.117647,85.882353,37.647059,72.941176,56.470588,77.647059,70.588235,65.882353,81.176471,64.705882,77.647059,78.823529,87.058824,71.764706,75.294118,74.117647
0.6466,816000,81600,3400,0.04343,0.761693,684,7,68,13.215477,1263.094655,7,3.761602,1871.399107,1.545455,27.833333,4.648024,348.504268,1.545455,2.026983,405.17327,0,7,-0.972384,1.198549,0,0.07299,0.871208,0.238307,214,5,2,39,898,898,22175,6,33,0.128205,1,0.633173,0.153846,0.846154,-0.40305,3.025695,0.967385,10.505436,1.637244,21.22216,1.654731,69.853385,12.741748,901.263669,3.754644,771.859043,1.438117,25.553212,1.438117,87.265918,75.131086,0,86.516854,98.651685,87.865169,86.516854,85.992509,75.655431,93.782772,76.404494,98.726592,94.981273,84.94382,94.456929,76.404494,84.94382,91.385768,93.707865,91.086142,94.531835,92.434457
0.672109,1279171035,27216405,320193,0.027174,0.709239,522,27,603,734.941621,2054.739369,27,27.109271,1551.779819,13.166667,102.857143,62.865966,390.086829,13.166667,2.551453,172.610816,2,2,-1.887803,-2.584239,2,-0.697091,0.493188,0.290761,214,1,2,20,736,95,448,14,6,0.05,0.129076,0.030435,0.7,0.3,-0.496142,2.882909,-0.39608,0.778503,0.428912,6.249603,0.111195,1.3466,1.364124,403.002717,0.954895,80.617601,8.400397,198.317871,8.400397,73.302752,70.275229,0,75.59633,74.587156,74.770642,73.944954,74.770642,70.917431,69.541284,75.045872,72.66055,72.93578,66.513761,73.486239,71.100917,71.100917,76.422018,74.495413,74.495413,74.495413,70.275229
0.654314,192,64,16,0.004051,0.700231,1210,4,0,0,0,4,0,0,3.285714,0,0,0,3.285714,0,0,2,0,0,0,2,0,0,0.299769,518,1,2,7,1728,0,0,0,7,0.142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.755929,0,0.755929,93.682171,93.682171,0,94.767442,99.767442,94.96124,94.844961,94.379845,94.728682,97.44186,97.170543,91.007752,93.372093,71.434109,96.666667,70.155039,70.155039,94.224806,98.953488,93.604651,97.248062,89.728682
0.606383,1444950,111150,8550,0.105263,0.715789,68,95,90,-0.560225,75.865495,95,0.28896,18.762026,16.857143,38.666667,-1.133144,27.334509,16.857143,-0.076235,7.107868,2,13,-1.49053,2.967743,2,-0.663832,1.244373,0.284211,27,2,2,10,95,6,9,3,7,0.2,0.063158,0.009474,0.3,0.7,-1.49053,2.967743,-0.663832,1.244373,-1.348677,3.17029,0.146167,1.317205,-0.560225,75.865495,0.28896,18.762026,34.503278,44.455971,34.503278,100,99.230769,0,98.461538,100,100,100,100,73.076923,91.538462,82.307692,97.692308,96.153846,73.076923,100,73.076923,100,97.692308,100,73.076923,95.384615,77.692308
0.618935,1064334128,8124688,60632,0.022459,0.742317,628,2,424,58.375455,439.911348,2,6.778394,176.692614,2,79.444444,5.153141,117.634949,2,1.041578,22.770839,2,13,-0.978471,6.377069,2,-0.226341,2.592138,0.257683,218,1,2,19,846,0,0,18,1,0.052632,0,0,0.947368,0.052632,-0.780932,35.84604,0.254405,6.168387,-0.441655,87.88357,0.498243,8.061363,0.164161,178.183806,0.789303,31.68275,0,96.377458,0,87.410359,80.318725,68.207171,97.131474,98.247012,95.219124,92.111554,96.414343,74.501992,95.139442,97.450199,90.756972,95.776892,80.557769,95.61753,74.501992,72.908367,95.458167,97.211155,93.784861,98.007968,95.298805
0.9995,15808862273296,7928215784,3976036,0.024,0.9,1800,2,1994,4.370098,508.902572,2,1.794599,124.192494,2,1978.021277,0.735396,88.636429,2,0.79083,40.125453,2,1885,-0.991412,0.078554,2,0.005492,0.066552,0.1,200,1,2,48,2000,0,0,47,1,0.020833,0,0,0.979167,0.020833,-0.461243,7.537383,0.379049,3.75799,0.444046,69.881897,0.741593,37.878378,1.869984,126.832657,1.254833,65.211345,0,29.703235,0,93.210702,92.77592,95.551839,98.595318,99.464883,99.331104,99.331104,99.230769,98.896321,99.498328,98.662207,97.926421,98.26087,97.725753,98.528428,90.133779,97.826087,98.294314,99.230769,98.394649,98.929766,97.35786
0.99061,480724244,3614468,25454,0.046729,0.64486,138,2,178,54.689699,72.650935,2,6.551648,1.442408,2,104.333333,9.908544,11.265852,2,1.652594,0.689541,2,32,-0.410319,0.057009,2,-1.152559,0.003037,0.35514,76,1,2,10,214,0,0,9,1,0.1,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0,51.456292,0,67.868852,59.344262,63.606557,66.229508,66.885246,60.655738,61.311475,60,65.57377,77.704918,81.967213,68.196721,72.459016,72.131148,68.852459,65.57377,68.196721,69.180328,68.196721,71.147541,82.622951,70.819672
0.775641,625,125,25,0.008,0.5392,337,2,5,-1.300798,3,2,0,1.415346,2,5,-1.300798,3,2,0,1.415346,2,5,-1.300798,3,2,0,1.415346,0.4608,288,1,2,5,625,0,0,4,1,0.2,0,0,0.8,0.2,-1.300798,3,0,1.415346,-1.300798,3,0,1.415346,-1.300798,3,0,1.415346,0,0,0,79.891892,94.162162,94.27027,94.702703,96.432432,94.810811,92.756757,94.810811,92.864865,88.972973,90.702703,81.405405,83.675676,64.432432,86.810811,54.054054,62.594595,84.756757,94.810811,81.081081,87.675676,85.72973
0.517857,10010112,178752,3192,0.210526,0.578947,33,57,56,14.352345,2315386.25,57,3.574699,3137984.791869,11.625,55.75,3.901528,607880.176535,11.625,1.282832,788385.217272,2,55,-0.162596,16569.947368,2,0.077215,2094.432197,0.421053,24,2,2,12,57,1,1,4,8,0.166667,0.017544,0.001462,0.333333,0.666667,0.02967,23508.364035,0.20142,2920.391772,0.708181,49782.254386,0.739707,6730.822511,10.966733,1750349.911184,2.907369,2355504.437533,18.585228,0.5,18.585228,61.428571,61.428571,0,51.428571,64.285714,62.857143,62.857143,57.142857,42.857143,61.428571,55.714286,74.285714,57.142857,57.142857,55.714286,57.142857,52.857143,52.857143,55.714286,57.142857,57.142857,57.142857
0.859454,2363021388,16185078,69167,0.007953,0.922853,3481,5,287,238.181462,110.469649,5,13.882653,35.604248,2.086957,152.857143,51.413135,46.43669,2.086957,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.077147,291,21,2,30,3772,3772,6064,7,23,0.7,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.668312,105.178307,0.668312,97.89194,95.039858,0,97.697077,94.774136,94.774136,93.339238,97.44907,94.596988,91.709477,95.394154,99.627989,99.486271,97.41364,99.574845,92.38264,97.750221,99.55713,99.379982,99.468556,99.433127,96.793623
0.811064,3868309721088,7721177088,7360512,0.007482,0.894322,6694,15,3594,49.908416,575337.806279,15,7.14004,449248.703835,5.8,539.75,2.508571,103093.302881,5.8,1.042822,149956.055998,1,19,-1.964226,15.279893,1,-0.977315,15.119428,0.105678,791,9,2,56,7485,7369,32427,16,40,0.160714,0.984502,0.077362,0.285714,0.714286,-0.92536,73.572846,0.06969,39.186849,-0.547448,22710.088644,1.102603,41625.779296,-0.26582,239628.390882,1.314342,422174.974336,3.631769,969.904772,3.631769,67.124387,45.234062,0,88.622381,88.194383,89.344628,89.594293,89.344628,89.478377,84.395898,83.477486,89.585377,89.103879,89.407044,87.873384,89.478377,89.478377,89.415961,89.344628,89.059296,89.469461,84.948729
0.996661,129600000000,216000000,360000,0.103333,0.833333,500,600,600,0.59832,32.229629,600,0.933773,15.601414,301,598.716667,-0.557406,30.092165,301,0.034005,9.751691,2,595,-1.214884,28.154209,2,-0.691991,3.495507,0.166667,100,1,2,62,600,0,0,60,2,0.016129,0,0,0.967742,0.032258,-1.117477,29.729359,-0.047022,5.84537,-0.751825,30.088385,0.001865,9.56969,0.03285,30.456182,0.076979,13.531545,422.849855,1.439064,422.849855,100,100,0,99.662921,100,100,100,100,93.370787,100,100,98.089888,98.651685,16.292135,98.651685,83.707865,97.41573,98.089888,100,83.707865,99.662921,95.842697
0.586854,480724244,3614468,25454,0.046729,0.64486,138,2,178,54.689699,72.650935,2,6.551648,1.442408,2,104.333333,9.908544,11.265852,2,1.652594,0.689541,2,32,-0.410319,0.057009,2,-1.152559,0.003037,0.35514,76,1,2,10,214,0,0,9,1,0.1,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0,51.456292,0,70.491803,57.704918,64.590164,67.868852,71.803279,64.262295,65.901639,63.606557,65.57377,76.065574,79.016393,71.47541,74.098361,69.836066,74.42623,65.57377,69.180328,71.147541,71.147541,73.114754,80.655738,74.098361
0.544218,1024,256,64,0.128378,0.547297,81,8,8,29.749465,2.601351,8,5.442362,1.905023,2.875,5,9.883463,2.045045,2.875,2.326489,1.018402,2,3,-0.504096,1.060811,2,0.333795,0.313557,0.452703,67,10,2,19,148,0,0,3,16,0.526316,0,0,0.157895,0.842105,-0.504096,1.060811,0.333795,0.313557,0.405021,2.472973,1.203312,0.836627,29.749465,2.601351,5.442362,1.905023,1.586401,2.645751,1.586401,78.571429,80.47619,0,79.52381,82.857143,83.809524,83.333333,77.619048,76.666667,83.809524,87.142857,78.095238,76.666667,80,81.904762,54.761905,75.714286,78.571429,77.619048,80.952381,84.285714,71.904762
0.735849,25885440,479360,7490,0.121495,0.588785,63,107,70,3.577028,1905.233645,107,1.736149,747.491523,18.4,46,1.386719,1158.444405,18.4,0.967232,261.998388,2,4,-0.363165,2.630435,2,-0.110783,1.164657,0.411215,44,3,2,13,107,37,71,3,10,0.230769,0.345794,0.051042,0.230769,0.769231,-0.363165,2.630435,-0.110783,1.164657,0.946292,1567.469136,1.276329,37.338982,3.577028,1905.233645,1.736149,747.491523,35.040294,36.496575,35.040294,82.758621,87.586207,0,83.448276,90.344828,87.586207,86.896552,84.137931,57.241379,78.62069,84.137931,78.62069,84.827586,41.37931,83.448276,58.62069,82.758621,81.37931,84.137931,58.62069,77.931034,63.448276
0.66129,8791640,169070,3190,0.507937,0.603175,38,7,58,42.423398,30.51746,7,6.088531,20.706011,3.6,44.814815,5.168148,13.591969,3.6,1.283048,9.669234,2,20,-1.040013,0.426032,2,-0.436077,1.088535,0.396825,25,1,2,32,63,0,0,27,5,0.03125,0,0,0.84375,0.15625,-0.3242,5.653175,0.346714,5.377496,0.957145,13.798095,0.679621,9.403001,4.783937,19.67381,2.103758,13.408157,1.949359,9.817712,1.949359,71.25,66.25,0,72.5,80,80,78.75,76.25,66.25,62.5,66.25,70,57.5,58.75,71.25,62.5,51.25,72.5,76.25,63.75,80,60
0.70137,3840,960,240,0.095628,0.693989,254,4,60,-0.707909,36.296089,4,0.073352,15.324557,3.852941,60,-0.707909,36.296089,3.852941,0.073352,15.324557,2,60,-0.707909,36.296089,2,0.073352,15.324557,0.306011,112,2,2,35,366,8,8,1,34,0.057143,0.021858,0.000625,0.028571,0.971429,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,0.500445,0,0.500445,99.813084,99.813084,0,99.626168,99.813084,99.813084,99.813084,100,87.663551,98.878505,98.130841,97.570093,96.635514,98.317757,98.691589,70.093458,98.317757,98.504673,100,98.317757,99.813084,94.766355
0.997015,31026996,492492,6396,0.02381,0.574405,193,2,82,336,0.501488,2,18.330303,0.215751,2,51.857143,51.976031,0.499566,2,3.605501,0.143729,2,2,-1.044754,0.495476,2,-0.165956,0.027277,0.425595,143,1,2,8,336,0,0,7,1,0.125,0,0,0.875,0.125,-0.938214,0.499732,0.062867,0.088495,0.259415,0.50003,0.41422,0.148157,29.079409,0.500179,5.559348,0.209411,0,35.049625,0,96.082474,95.463918,57.731959,96.28866,96.907216,96.907216,96.28866,95.463918,95.876289,95.257732,93.814433,91.752577,95.876289,86.804124,95.463918,57.731959,86.391753,94.845361,95.463918,94.43299,96.082474,93.402062
0.554404,17730048,1266432,26384,0.154639,0.64433,125,194,136,82.048208,700.046392,194,8.56958,2170.927932,11.214286,92,69.251544,361.657216,11.214286,7.663973,1131.431008,2,48,56.454881,23.268041,2,6.758367,91.934085,0.35567,69,14,2,30,194,0,0,2,28,0.466667,0,0,0.066667,0.933333,56.454881,23.268041,6.758367,91.934085,69.251544,361.657216,7.663973,1131.431008,82.048208,700.046392,8.56958,2170.927932,35.984932,62.225397,35.984932,76.363636,69.090909,0,62.545455,72,70.909091,72.363636,72.727273,45.818182,66.545455,63.636364,62.181818,68.363636,34.545455,68.727273,65.454545,65.454545,67.272727,73.454545,65.454545,68.363636,66.909091
0.676056,628460,314230,4690,0.055556,0.833333,60,2,70,-0.071878,1184.440278,2,0.861879,1005.269043,2,68,-1.099338,641.218056,2,0.365266,506.45281,2,67,-1.991726,338.573611,2,0.038438,250.289483,0.166667,12,1,2,4,72,0,0,3,1,0.25,0,0,0.75,0.25,-1.991726,338.573611,0.038438,250.289483,-1.23441,400.640278,0.195481,263.799902,-0.071878,1184.440278,0.861879,1005.269043,0,1.732051,0,83.157895,75.789474,66.315789,86.315789,89.473684,91.578947,89.473684,91.578947,89.473684,91.578947,86.315789,90.526316,86.315789,84.210526,85.263158,89.473684,90.526316,84.210526,91.578947,89.473684,91.578947,87.368421
