@relation 'metaData_small_allPerformanceValues-weka.filters.unsupervised.attribute.Remove-R1-48,94-104'

@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.535435,0.45,0.075748,0.60743,0.396,0.15845,0.569943,0.39,0.132871,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.488243,0.454,-0.002296,0.488752,0.478,0.006485,0.53697,0.422,0.059044,0.488243,0.454,-0.002296,0.488752,0.478,0.006485,0.53697,0.422,0.059044,0.488243,0.454,-0.002296,0.488752,0.478,0.006485,60.135135,60.405405,0,55.405405,58.243243,57.567568,58.378378,61.216216,59.594595,51.756757,52.162162,61.621622,62.567568,58.783784,52.027027,58.108108,61.486486,59.189189,61.216216,56.486486,55.540541,56.351351
0.742216,0.291667,0.317739,0.81543,0.241667,0.459963,0.565018,0.35,0.135802,0.851038,0.166667,0.625468,0.851038,0.166667,0.625468,0.851038,0.166667,0.625468,0.851038,0.166667,0.625468,0.5,0.35,0,0.836996,0.175,0.608939,0.851038,0.166667,0.625468,0.5,0.35,0,0.836996,0.175,0.608939,0.851038,0.166667,0.625468,0.5,0.35,0,0.836996,0.175,0.608939,80,78.787879,0,75.757576,76.363636,78.181818,77.575758,80,76.363636,72.727273,71.515152,73.333333,76.363636,73.333333,73.333333,66.666667,70.30303,79.393939,80,79.393939,72.121212,73.333333
0.78397,0.416667,0.561689,0.919118,0.520833,0.453015,0.748941,0.845052,0.08398,0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,0.877688,0.393229,0.586013,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,55.157895,50.631579,0,61.894737,61.473684,0,56.842105,64.526316,0,59.578947,66.736842,64.210526,60.631579,45.368421,66.736842,11.052632,17.368421,66.421053,66.315789,69.789474,67.052632,60.631579
0.43441,0.574074,-0.121316,0.594877,0.481481,0.073131,0.542999,0.376543,0,0.495508,0.376543,0,0.495508,0.376543,0,0.495508,0.376543,0,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,0.471131,0.438272,-0.024038,0.479637,0.432099,-0.032599,0.504775,0.481481,0.001344,50.393939,50.868687,0,43.707071,51.333333,0,55.313131,60.646465,0,48.171717,46.373737,58.454545,59.787879,57.626263,52.656566,64.282828,61.10101,53.10101,60.646465,55.808081,45.545455,60.727273
0.543561,0.17,0.097665,0.508523,0.13,-0.018809,0.456439,0.13,-0.018809,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,92.592593,88.148148,0,89.62963,92.592593,92.592593,92.592593,92.592593,91.851852,85.185185,88.888889,92.592593,91.111111,90.37037,91.851852,92.592593,92.592593,91.111111,92.592593,89.62963,77.777778,92.592593
0.941246,0.018939,0.861577,0.989044,0.037879,0.729564,0.938561,0.041667,0.744006,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.956821,0.011364,0.916946,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,0.917723,0.015152,0.886574,0.911923,0.034091,0.750839,0.941246,0.018939,0.861577,98.157895,96.315789,0,97.631579,97.631579,95.526316,96.052632,97.368421,94.736842,96.842105,96.578947,98.684211,98.684211,94.736842,98.684211,94.736842,96.315789,98.684211,96.842105,98.684211,98.157895,97.105263
0.97708,0.022,0.955622,0.997813,0.02,0.959675,0.850152,0.128,0.732995,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.9627,0.048,0.90198,1,0,1,1,0,1,0.9627,0.048,0.90198,1,0,1,1,0,1,0.9627,0.048,0.90198,98.367347,98.911565,0,98.77551,100,98.77551,98.77551,98.77551,55.918367,99.319728,96.054422,100,100,100,98.367347,55.782313,87.619048,100,98.77551,98.639456,96.870748,100
0.498797,0.726316,0.036203,0.790749,0.512281,0.326045,0.690634,0.491228,0.282051,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.753852,0.491228,0.282051,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,0.735005,0.459649,0.363416,0.49626,0.585965,0,0.469756,0.729825,-0.036074,54.736842,51.052632,0,35.789474,63.421053,0,57.894737,56.578947,0,27.631579,29.210526,57.368421,47.631579,27.368421,41.578947,44.736842,53.947368,49.210526,58.421053,35.526316,41.842105,44.736842
0.518134,0.54386,0.058604,0.490866,0.649123,-0.014918,0.507443,0.45614,-0.001351,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,0.484313,0.421053,0,0.484313,0.421053,0,0.538805,0.54386,-0.007986,63.333333,40,0,46.666667,71.666667,0,58.333333,56.666667,0,60,43.333333,60,65,8.333333,56.666667,66.666667,65,58.333333,56.666667,66.666667,51.666667,66.666667
0.806752,0.224138,0.578146,0.868456,0.312808,0.479818,0.850342,0.337438,0.426944,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.840011,0.347291,0.405928,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,0.848444,0.339901,0.427953,0.701312,0.288177,0.30069,0.882676,0.261084,0.537724,68.205128,69.401709,0,75.042735,81.025641,0,80.512821,80.683761,0,82.393162,80.854701,72.307692,76.239316,73.675214,64.615385,64.102564,63.589744,69.74359,80.683761,74.871795,72.991453,73.675214
0.598572,0.368782,0.17342,0.715009,0.435678,0.241453,0.629664,0.286449,0,0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,0.663908,0.28988,0.141684,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,67.325581,54.534884,0,71.627907,70.930233,71.511628,71.511628,71.162791,71.511628,64.069767,66.046512,70.465116,68.255814,68.023256,67.674419,71.511628,71.511628,65.697674,71.162791,71.046512,66.046512,68.372093
0.8497,0.185185,0.71875,0.803563,0.407407,0.370763,0.680441,0.407407,0.332584,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,0.820582,0.222222,0.667351,0.479947,0.555556,0,0.77709,0.37037,0.424307,60,48,0,52,44,0,48,52,0,60,56,56,52,20,56,40,48,56,52,52,44,40
0.993547,0.011891,0.982699,0.995607,0.014269,0.979223,0.748706,0.441141,0.339268,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.938836,0.083234,0.878592,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,0.938943,0.083234,0.878603,0.945846,0.105826,0.845655,0.886445,0.155767,0.77261,98.373984,97.642276,96.422764,98.699187,99.837398,0,99.186992,99.268293,0,99.349593,99.186992,85.853659,93.089431,68.130081,94.796748,38.211382,56.01626,93.414634,99.268293,98.536585,84.146341,90.406504
0.783734,0.417647,0.567519,0.971195,0.279412,0.710615,0.72108,0.917647,0.042703,0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,0.782368,0.473529,0.509652,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,62.372881,72.542373,24.40678,71.525424,73.559322,0,48.135593,80,0,58.305085,66.779661,42.711864,50.847458,22.711864,62.033898,5.084746,8.474576,60,80,75.932203,58.983051,57.627119
0.78349,0.240964,0.52244,0.849001,0.216867,0.565698,0.753231,0.240964,0.529745,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.791716,0.216867,0.570196,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,0.75235,0.240964,0.519954,0.663043,0.361446,0.231956,0.760576,0.253012,0.499857,79.090909,80,0,76.363636,80,74.545455,74.545455,77.272727,49.090909,68.181818,83.636364,72.727273,71.818182,72.727273,72.727273,54.545455,74.545455,70.909091,77.272727,70.909091,70.909091,74.545455
0.65715,0.39916,0.335117,0.715316,0.382353,0.36776,0.599399,0.428571,0.218215,0.5,0.478992,0,0.5,0.478992,0,0.5,0.478992,0,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,0.579565,0.457983,0.092048,0.5,0.478992,0,0.637984,0.445378,0.178188,57.309934,58.694676,0,57.322454,56.354376,0,58.448874,57.019491,0,56.156557,56.968501,54.915117,54.64827,22.876674,56.689577,52.385655,52.642723,55.480893,57.019491,52.385655,52.385655,52.385655
0.653729,0.25,0.326509,0.988331,0.05,0.877451,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.948757,0.05,0.871663,98.518519,94.074074,0,94.814815,85.925926,77.777778,76.296296,96.296296,98.518519,69.62963,85.925926,98.518519,98.518519,98.518519,98.518519,74.074074,98.518519,98.518519,96.296296,98.518519,96.296296,97.777778
0.613182,0.434783,0.087302,0.705487,0.347826,0.261044,0.602139,0.347826,0.261044,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.502933,0.391304,0.088106,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,0.602139,0.347826,0.261044,0.463251,0.304348,0,0.463251,0.304348,0,56,72,0,64,76,0,72,64,0,64,64,60,68,60,72,60,64,72,64,60,60,60
0.614839,0.172222,0.241848,0.662968,0.188889,0.121951,0.588516,0.138889,0,0.488387,0.138889,0,0.488387,0.138889,0,0.488387,0.138889,0,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,0.513161,0.144444,0.042945,0.503742,0.177778,0.028668,0.598065,0.2,0.216445,80,77.647059,0,70.980392,80,78.039216,83.921569,83.529412,88.235294,81.960784,82.745098,89.019608,85.098039,87.058824,83.529412,88.235294,88.235294,84.705882,83.529412,87.058824,78.823529,87.843137
0.868,0.132,0.736,0.933504,0.16,0.68,0.836768,0.184,0.632,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,0.830336,0.176,0.648,0.826144,0.164,0.672,0.824,0.176,0.648,84.444444,83.055556,0,85.555556,83.888889,85,82.777778,84.444444,80.555556,85.277778,85.277778,84.444444,80.555556,77.777778,82.777778,50,82.777778,83.333333,84.444444,81.388889,78.611111,81.388889
0.932894,0.076923,0.802432,0.867933,0.292308,0.407674,0.79273,0.220513,0.25407,0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,0.752976,0.189744,0.470148,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,80.357143,71.071429,0,84.642857,89.642857,87.857143,87.857143,85.714286,76.785714,95.714286,91.071429,81.785714,86.428571,80.357143,87.142857,76.785714,82.5,87.5,85.714286,92.857143,86.428571,85
0.522546,0.319588,0.018283,0.826484,0.309278,0.364906,0.669521,0.206186,0.334705,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,0.623288,0.175258,0.404478,0.514269,0.268041,-0.039571,0.621575,0.28866,0.068587,74.615385,70.769231,0,77.692308,78.461538,77.692308,77.692308,82.307692,76.923077,70,83.076923,76.923077,83.846154,75.384615,80,76.923077,76.153846,77.692308,82.307692,81.538462,74.615385,76.153846
0.566947,0.429412,0.134679,0.59731,0.426471,0.139135,0.575509,0.4,0.171296,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.854061,0.241176,0.507508,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,0.811202,0.252941,0.490788,0.830958,0.235294,0.524692,0.756933,0.288235,0.421427,66.060606,54.949495,0,61.010101,58.181818,60.606061,59.393939,58.585859,51.515152,56.161616,61.414141,74.747475,73.535354,85.454545,68.484848,52.525253,60.606061,75.151515,71.111111,77.575758,66.060606,71.515152
0.445784,0.478022,-0.101266,0.414349,0.412088,-0.064909,0.461391,0.296703,-0.021622,0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.419231,0.516484,-0.146341,0.5,0.285714,0,0.5,0.285714,0,0.419231,0.516484,-0.146341,0.5,0.285714,0,0.5,0.285714,0,0.419231,0.516484,-0.146341,73.076923,65.384615,0,66.153846,60,73.076923,73.076923,73.076923,68.461538,64.615385,58.846154,73.076923,73.076923,60.769231,73.076923,73.076923,73.076923,73.076923,73.076923,71.538462,55.769231,71.538462
0.704444,0.288462,0.414414,0.930014,0.230769,0.532234,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.808889,0.192308,0.618209,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.808889,0.192308,0.618209,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.808889,0.192308,0.618209,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,87.692308,83.076923,0,81.538462,92.307692,87.692308,87.692308,86.153846,84.615385,80,78.461538,78.461538,76.923077,46.153846,76.923077,53.846154,76.923077,76.923077,86.153846,87.692308,86.153846,53.846154
0.883333,0.194444,0.766667,0.984722,0.166667,0.8,0.791667,0.666667,0.2,0.887037,0.263889,0.683333,0.887037,0.263889,0.683333,0.887037,0.263889,0.683333,0.89537,0.25,0.7,0.92581,0.25,0.7,0.825,0.291667,0.65,0.89537,0.25,0.7,0.92581,0.25,0.7,0.825,0.291667,0.65,0.89537,0.25,0.7,0.92581,0.25,0.7,0.825,0.291667,0.65,76.666667,86.666667,83.333333,85,81.666667,0,83.333333,81.666667,0,85,80,75,71.666667,61.666667,70,16.666667,33.333333,68.333333,80,81.666667,81.666667,78.333333
0.5215,0.805521,0.034568,0.562495,0.76788,0.077599,0.541999,0.804266,0.040279,0.533852,0.805521,0.031951,0.533852,0.805521,0.031951,0.533852,0.805521,0.031951,0.529474,0.80803,0.027365,0.533826,0.820577,0.013379,0.51751,0.800502,0.040965,0.529474,0.80803,0.027365,0.533826,0.820577,0.013379,0.51751,0.800502,0.040965,0.529474,0.80803,0.027365,0.533826,0.820577,0.013379,0.51751,0.800502,0.040965,20.347826,20.695652,0,21.913043,19.73913,0,22.608696,23.391304,0,19.913043,20.782609,18.521739,19.652174,17.565217,19.304348,19.565217,17.652174,18.521739,22.956522,19.826087,20.26087,19.130435
0.460938,0.5,-0.074627,0.641123,0.330357,0.165414,0.62513,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.5496,0.327381,0.110512,0.5,0.333333,0,0.548464,0.373512,0.121354,0.5496,0.327381,0.110512,0.5,0.333333,0,0.548464,0.373512,0.121354,0.5496,0.327381,0.110512,0.5,0.333333,0,0.548464,0.373512,0.121354,64.623116,65.226131,0,72.763819,69.849246,73.065327,71.859296,72.060302,67.135678,47.336683,62.81407,65.829146,66.030151,63.015075,61.507538,66.834171,66.834171,67.437186,72.060302,61.909548,55.778894,66.331658
1,0.004,0.99184,0.999935,0.008,0.983661,0.981243,0.016,0.967168,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.988334,0.012,0.975521,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.988334,0.012,0.975521,0.99268,0.016,0.967168,0.99268,0.016,0.967168,0.988334,0.012,0.975521,99.444444,99.444444,0,99.444444,99.722222,99.444444,99.722222,99.444444,98.611111,100,100,98.333333,99.722222,99.166667,98.888889,56.944444,99.166667,98.888889,99.444444,100,99.444444,98.888889
0.717857,0.298851,0.389968,0.705716,0.275862,0.415454,0.716758,0.298851,0.384322,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.725549,0.287356,0.40525,0.695604,0.310345,0.3455,0.631593,0.367816,0.256013,0.725549,0.287356,0.40525,0.695604,0.310345,0.3455,0.631593,0.367816,0.256013,0.725549,0.287356,0.40525,0.695604,0.310345,0.3455,0.631593,0.367816,0.256013,72.173913,69.565217,59.130435,74.782609,73.913043,73.043478,73.043478,73.913043,62.608696,70.434783,73.043478,72.173913,73.043478,72.173913,73.913043,60.869565,72.173913,73.913043,73.043478,66.956522,65.217391,66.956522
0.560401,0.513812,0.098948,0.672283,0.480663,0.179021,0.50512,0.453039,0.019262,0.660692,0.422652,0.238262,0.660692,0.422652,0.238262,0.660692,0.422652,0.238262,0.621042,0.436464,0.217501,0.533374,0.472376,0.054484,0.527935,0.558011,0.044555,0.621042,0.436464,0.217501,0.533374,0.472376,0.054484,0.527935,0.558011,0.044555,0.621042,0.436464,0.217501,0.533374,0.472376,0.054484,0.527935,0.558011,0.044555,52.269462,52.269462,0,39.087556,52.659678,0,49.308872,56.585129,0,48.522617,49.710736,56.389051,53.830324,59.330227,50.875558,57.957678,56.585129,54.224422,56.585129,56.189089,49.512716,56.98311
0.579512,0.361472,0.166101,0.753208,0.285714,0.372644,0.615946,0.34632,0,0.639642,0.277056,0.326745,0.639642,0.277056,0.326745,0.639642,0.277056,0.326745,0.596047,0.316017,0.249065,0.691432,0.313853,0.301678,0.538493,0.411255,0.078135,0.596047,0.316017,0.249065,0.691432,0.313853,0.301678,0.538493,0.411255,0.078135,0.596047,0.316017,0.249065,0.691432,0.313853,0.301678,0.538493,0.411255,0.078135,67.205882,70.735294,0,70.882353,67.647059,70.882353,71.470588,72.647059,65.882353,63.382353,61.764706,70.735294,71.470588,66.029412,70,65.441176,66.470588,67.794118,72.647059,68.235294,68.088235,67.205882
0.359175,0.9325,-0.243333,0.604283,0.6725,0.103333,0.6175,0.6225,0.17,0.6959,0.5925,0.21,0.6959,0.5925,0.21,0.6959,0.5925,0.21,0.644054,0.6425,0.143333,0.625696,0.685,0.086667,0.504067,0.74,0.013333,0.644054,0.6425,0.143333,0.625696,0.685,0.086667,0.504067,0.74,0.013333,0.644054,0.6425,0.143333,0.625696,0.685,0.086667,0.504067,0.74,0.013333,30.517241,35.344828,0,36.206897,23.448276,0,21.206897,34.655172,0,0.517241,19.482759,38.965517,36.034483,35.689655,36.551724,25,39.310345,38.965517,43.62069,20.344828,25.344828,33.62069
0.964286,0.047619,0.928571,0.982857,0.095238,0.857143,0.808537,0.352381,0.471429,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,87,89.333333,75,92.666667,93.666667,0,91.333333,94,0,90,89,86.333333,91.666667,83,90.666667,33.333333,65.333333,89.333333,94,91,84.666667,88
0.88,0.12,0.76,0.8784,0.2,0.6,0.796,0.2,0.6,0.7312,0.26,0.48,0.7312,0.26,0.48,0.7312,0.26,0.48,0.7536,0.24,0.52,0.48,0.52,-0.04,0.48,0.52,-0.04,0.7536,0.24,0.52,0.48,0.52,-0.04,0.48,0.52,-0.04,0.7536,0.24,0.52,0.48,0.52,-0.04,0.48,0.52,-0.04,83.333333,78.333333,0,86.666667,85,81.666667,81.666667,85,76.666667,91.666667,86.666667,86.666667,81.666667,50,78.333333,50,85,81.666667,85,85,71.666667,50
0.964286,0.047619,0.928571,0.982857,0.095238,0.857143,0.808537,0.352381,0.471429,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,0.94119,0.090476,0.864286,0.940289,0.1,0.85,0.910714,0.119048,0.821429,87,89.333333,75,92.666667,93.666667,0,91.333333,94,0,90,89,86.333333,91.666667,83,90.666667,33.333333,65.333333,89.333333,94,91,84.666667,88
0.7565,0.223881,0.584711,0.807524,0.358209,0.433004,0.740065,0.238806,0.514932,0.741342,0.253731,0.486937,0.741342,0.253731,0.486937,0.741342,0.253731,0.486937,0.651314,0.268657,0.448812,0.480072,0.38806,0,0.645104,0.343284,0.254114,0.651314,0.268657,0.448812,0.480072,0.38806,0,0.645104,0.343284,0.254114,0.651314,0.268657,0.448812,0.480072,0.38806,0,0.645104,0.343284,0.254114,46.666667,54.666667,0,80,82.666667,0,81.333333,88,0,73.333333,49.333333,65.333333,81.333333,6.666667,77.333333,73.333333,82.666667,77.333333,88,82.666667,73.333333,73.333333
0.569935,0.25,0.154952,0.85982,0.315217,0.369565,0.765681,0.195652,0.179386,0.613554,0.195652,0.179386,0.613554,0.195652,0.179386,0.613554,0.195652,0.179386,0.766763,0.163043,0.471669,0.554074,0.206522,0.236014,0.678443,0.184783,0.425,0.766763,0.163043,0.471669,0.554074,0.206522,0.236014,0.678443,0.184783,0.425,0.766763,0.163043,0.471669,0.554074,0.206522,0.236014,0.678443,0.184783,0.425,86.666667,75,0,73.333333,88.333333,89.166667,89.166667,88.333333,83.333333,83.333333,89.166667,85.833333,80.833333,85,81.666667,83.333333,85.833333,81.666667,88.333333,89.166667,79.166667,85
0.924817,0.04918,0.904088,0.977347,0.04918,0.90804,0.955292,0.147541,0.713166,0.829513,0.229508,0.597739,0.829513,0.229508,0.597739,0.829513,0.229508,0.597739,0.957901,0.098361,0.816449,0.627052,0.393443,0.182123,0.982759,0.032787,0.939182,0.957901,0.098361,0.816449,0.627052,0.393443,0.182123,0.982759,0.032787,0.939182,0.957901,0.098361,0.816449,0.627052,0.393443,0.182123,0.982759,0.032787,0.939182,94.285714,91.428571,0,87.142857,94.285714,0,97.142857,92.857143,0,94.285714,97.142857,91.428571,91.428571,91.428571,95.714286,71.428571,85.714286,95.714286,92.857143,95.714286,88.571429,78.571429
0.796368,0.148325,0.660732,0.946269,0.105263,0.76144,0.76398,0.229665,0.482673,0.782687,0.177033,0.59255,0.782687,0.177033,0.59255,0.782687,0.177033,0.59255,0.782687,0.177033,0.59255,0.737711,0.229665,0.469767,0.806822,0.172249,0.61667,0.782687,0.177033,0.59255,0.737711,0.229665,0.469767,0.806822,0.172249,0.61667,0.782687,0.177033,0.59255,0.737711,0.229665,0.469767,0.806822,0.172249,0.61667,90.666667,89,0,91,88,84.333333,87.666667,89,65,85,84.333333,86,89.666667,85,85,65,83.666667,87.333333,88,90.666667,87.666667,88
