@relation MetaDataOpenML

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNoiseToSignalRatio numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.GaussianProcesses numeric
@attribute weka.classifiers.functions.LinearRegression numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLinearRegression numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.M5Rules numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.M5P numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.999947,120176500971007152,6518224275696,349633872,0.857292,0.176972,0.591414,0.857292,0.176972,0.591414,0.857292,0.176972,0.591414,0.935515,0.729727,0.275815,0.425235,0.64837,0.000631,?,0.851918,0.159043,0.638574,0.851918,0.159043,0.638574,0.851918,0.159043,0.638574,64.837014,12332,?,2,18704,16.759645,9132.161644,?,-1,3.371273,817.882087,-1,2,14710.7,1.953307,472.171974,?,?,-1,0.274527,55.698425,?,2,4421,-1.725478,-4.331745,?,-1,-1.703351,0.110511,0.35163,6688,0.756665,0.273239,0.328548,1,2,12,19020,0,0,11,1,8.333333,0,0,91.666667,8.333333,?,-0.626944,0.361516,?,-0.594292,0.287546,?,-0.292665,0.546751,?,0.275481,0.355952,?,4.230451,19.272111,?,0.813521,38.299546,0.87364,0.153049,0.650908,0.87364,0.153049,0.650908,0.87364,0.153049,0.650908,0.789463,0.191062,0.580117,0.789463,0.191062,0.580117,0.789463,0.191062,0.580117,0,6039.969868,-1,0.772223,0.19674,0.557752,99.831668,89.707172,0,0,0,99.961424,99.856216,99.551113,99.214449,0,100,73.754164,98.19744,99.333684,100,100,0,100,100,64.843065,100,100,100,0,100,99.894792,100
0.846416,?,?,?,1,0,1,1,0,1,1,0,1,0.863121,1,0,1,0.714286,0.040816,2.633069,1,0,1,1,0,1,1,0,1,71.428571,210,0.998364,?,?,406.936712,116864.138499,0.863121,2,20.221371,61942.839115,0.768018,?,?,25.82467,3380.079231,0.3278,1.342946,2,3.164252,1835.677565,0.442571,?,?,-0.513147,0.227891,0.001474,2,-0.065172,0.220709,0.285714,84,0.995238,0.006803,0.983452,4,2,12,294,0,0,8,4,33.333333,0,0,66.666667,33.333333,0.442571,3.306382,959.292554,0.001474,1.371587,584.290848,0.863121,7.830777,1567.543462,0.118806,2.141763,875.563209,0.998364,22.576123,2805.450061,0.863121,3.748411,1664.131272,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,?,?,0,1,0,1,100,99.767442,0,0,0,99.534884,100,100,100,0,100,74.186047,99.767442,85.813953,100,100,0,100,100,72.093023,100,100,100,0,100,96.744186,100
0.953883,?,?,?,0.973226,0.009685,0.964793,0.973226,0.009685,0.964793,0.973226,0.009685,0.964793,0.650959,0.971752,0.012107,0.956247,0.83293,26.48184,?,0.973226,0.009685,0.964793,0.973226,0.009685,0.964793,0.973226,0.009685,0.964793,83.292978,344,?,?,?,406.936712,116864.138499,?,-1,20.221371,61942.839115,-1,?,?,25.840491,3382.240147,?,?,-1,3.165615,1836.851965,?,?,?,-0.513147,45.937288,?,-1,-0.065172,424.855374,0.16707,69,0.978261,0.007264,0.973439,1,2,10937,413,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.308283,960.345278,?,1.372777,584.705142,?,7.832603,1567.84891,?,2.142256,875.895282,?,22.607242,2805.505327,?,3.749673,1664.462237,0.973121,0.016949,0.940141,0.973121,0.016949,0.940141,0.973121,0.016949,0.940141,0.912222,0.089588,0.703839,0.94462,0.082324,0.673988,0.946495,0.038741,0.850403,?,?,-1,0.967391,0.007264,0.973439,98.842975,99.504132,99.173554,0,0,0,?,0,?,0,98.181818,98.677686,98.677686,84.297521,98.181818,97.85124,0,98.181818,97.68595,84.297521,97.520661,97.68595,98.181818,0,98.842975,96.033058,98.016529
0.95297,?,?,?,0.960279,0.019753,0.922798,0.960279,0.019753,0.922798,0.960279,0.019753,0.922798,0.611383,0.853007,0.064198,0.742139,0.849383,27.004938,?,0.926968,0.05679,0.785285,0.910813,0.049383,0.812065,0.910813,0.049383,0.812065,84.938272,344,?,?,?,398.943103,117123.664198,?,-1,20.022822,62202.028386,-1,?,?,27.664402,3389.628635,?,?,-1,3.298203,1819.678369,?,?,?,-0.370877,53.090123,?,-1,-0.061237,429.715091,0.150617,61,0.923323,0.02716,0.888589,1,2,10937,405,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.362602,946.531111,?,1.38724,591.396675,?,8.325934,1557.457778,?,2.183088,885.007893,?,25.582158,2782.234074,?,4.0334,1661.52645,0.814144,0.108642,0.493405,0.814144,0.108642,0.493405,0.814144,0.108642,0.493405,0.825176,0.150617,0,0.83983,0.106173,0.613695,0.855795,0.111111,0.556774,?,?,-1,0.928565,0.02963,0.880987,97.983193,98.487395,97.478992,0,0,0,0,98.655462,98.151261,0,0,93.781513,96.97479,14.285714,94.789916,94.117647,0,96.302521,0,85.714286,94.117647,0,97.815126,0,96.97479,89.243697,96.134454
0.905,?,?,?,0.803624,0.179104,0.622929,0.803624,0.179104,0.622929,0.803624,0.179104,0.622929,0.960191,0.793203,0.164179,0.655196,0.616915,54.412935,?,0.794198,0.18408,0.601724,0.794198,0.18408,0.601724,0.794198,0.18408,0.601724,61.691542,124,?,?,?,2443.618065,120617.236728,?,-1,49.388771,302909.910229,-1,?,?,97.987473,2106.424728,?,?,-1,6.549236,1195.979108,?,?,?,-2.000963,-265.690967,?,-1,-3.546061,0,0.383085,77,0.88629,0.109453,0.769567,1,2,10937,201,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,4.059537,0.071124,?,1.572168,0.480665,?,19.611863,794.234563,?,3.510143,563.562954,?,124.657112,1884.056093,?,10.350278,1116.401525,0.75,0.20398,0.5519,0.75,0.20398,0.5519,0.75,0.20398,0.5519,0.778069,0.20398,0.563067,0.778069,0.20398,0.563067,0.778069,0.20398,0.563067,?,?,-1,0.848974,0.159204,0.65641,87.241379,91.37931,87.241379,0,0,0,0,91.724138,90.689655,0,89.310345,84.482759,86.551724,37.931034,82.758621,82.758621,0,85.862069,85.517241,62.068966,85.862069,84.482759,89.310345,0,90,78.965517,83.448276
0.868966,?,?,?,0.971767,0.027397,0.944958,0.985805,0.013699,0.97252,0.971767,0.027397,0.944958,0.997833,0.971767,0.027397,0.944958,0.527397,74.910959,?,0.97252,0.027397,0.94504,0.97252,0.027397,0.94504,0.97252,0.027397,0.94504,52.739726,77,?,?,?,139.914478,112320.479452,?,-1,11.910813,44513.438114,-1,?,?,11.955881,3392.923689,?,?,-1,2.301448,1748.358621,?,?,?,-1.634261,46.230822,?,-1,-0.392258,410.808003,0.472603,69,0.978261,0.020548,0.958687,1,2,10937,146,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,1.471962,953.289041,?,1.057473,555.734542,?,4.046374,1568.387671,?,1.671524,834.077102,?,10.656489,2807.983562,?,2.68253,1557.976234,0.965368,0.041096,0.917685,0.965368,0.041096,0.917685,0.965368,0.041096,0.917685,0.908056,0.116438,0.767298,0.90128,0.10274,0.794675,0.898833,0.10274,0.794675,?,?,-1,0.960286,0.041096,0.917808,97.560976,98.536585,97.073171,0,0,0,0,97.560976,97.560976,0,99.02439,95.609756,98.04878,53.658537,95.609756,94.634146,0,95.609756,94.146341,53.658537,95.609756,94.146341,98.04878,0,98.04878,94.146341,96.097561
0.953771,?,?,?,0.942058,0.058252,0.860323,0.942058,0.058252,0.860323,0.942058,0.058252,0.860323,0.888295,0.926199,0.046117,0.887127,0.694175,26.546117,?,0.941711,0.063107,0.851371,0.928127,0.065534,0.845311,0.918221,0.070388,0.834589,69.417476,286,?,?,?,405.798881,112252.740049,?,-1,20.191509,55165.983562,-1,?,?,25.669367,3491.645592,?,?,-1,2.956245,1768.461679,?,?,?,-1.215582,39.069903,?,-1,-0.345464,396.486054,0.305825,126,0.948357,0.065534,0.853152,1,2,10937,412,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.2208,950.801456,?,1.099177,540.306286,?,5.72299,1563.157282,?,1.755791,813.466046,?,18.625522,2853.004369,?,3.341229,1559.674723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,?,?,-1,0.869186,0.092233,0.77268,91.833333,93.333333,0,0,0,0,?,95.666667,95.166667,0,94.833333,89.833333,92.833333,70,91.833333,92.333333,0,93,92.666667,70,94.666667,94,94.833333,0,95,86,92.666667
0.954762,?,?,?,0.907468,0.066508,0.784016,0.907468,0.066508,0.784016,0.907468,0.066508,0.784016,0.686376,0.889629,0.045131,0.841833,0.817102,25.978622,?,0.908223,0.071259,0.768588,0.908223,0.071259,0.768588,0.908223,0.071259,0.768588,81.710214,344,?,?,?,414.939073,116364.678385,?,-1,20.418311,63095.381502,-1,?,?,28.296239,3394.282354,?,?,-1,3.305242,1822.527714,?,?,?,-1.083941,0.426032,?,-1,-0.422234,1.088535,0.182898,77,0.916944,0.045131,0.846689,1,2,10937,421,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.458858,950.974109,?,1.414582,593.091447,?,8.327137,1555.578029,?,2.166396,886.122441,?,24.808436,2798.275059,?,3.919985,1662.964704,0.791528,0.07601,0.717189,0.791528,0.07601,0.717189,0.791528,0.07601,0.717189,0.733389,0.163895,0.459825,0.733389,0.163895,0.459825,0.733389,0.163895,0.459825,?,?,-1,0.876548,0.08076,0.735142,94.193548,95.967742,94.193548,0,0,0,0,96.774194,97.741935,0,0,84.516129,92.096774,82.258065,0,94.677419,0,96.290323,93.548387,82.258065,95.806452,94.83871,95,0,94.354839,86.451613,94.193548
0.987694,?,?,?,0.857282,0.069903,0.794653,0.857282,0.069903,0.794653,0.857282,0.069903,0.794653,0.764984,0.892107,0.097735,0.736004,0.777346,7.078964,?,0.905873,0.066667,0.807609,0.905873,0.066667,0.807609,0.905873,0.066667,0.807609,77.734628,1201,?,?,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,?,?,53.575936,3366.362338,?,?,-1,4.113537,2048.124799,?,?,?,-0.928678,0,?,-1,-0.003281,0,0.222654,344,0.951374,0.030421,0.911291,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.135928,907.510955,?,1.629828,656.168419,?,12.472883,1551.313172,?,2.572727,986.319045,?,37.859171,2779.283107,?,4.657604,1849.999182,0.921248,0.065372,0.80897,0.921248,0.065372,0.80897,0.921248,0.065372,0.80897,0.801187,0.133333,0.609965,0.801187,0.133333,0.609965,0.801187,0.133333,0.609965,?,?,-1,0.891914,0.082201,0.765213,97.049892,96.832972,95.227766,0,0,0,0,96.399132,96.182213,0,95.531453,93.40564,92.234273,0,91.32321,93.318872,0,93.058568,93.579176,77.874187,92.494577,93.492408,95.531453,0,95.704989,86.464208,94.750542
0.950392,?,?,?,0.920316,0.0625,0.853992,0.920316,0.0625,0.853992,0.920316,0.0625,0.853992,0.907525,0.971821,0.036458,0.918683,0.677083,28.481771,?,0.932429,0.054688,0.873064,0.932429,0.054688,0.873064,0.932429,0.054688,0.873064,67.708333,260,?,?,?,1533.022729,124901.152604,?,-1,39.142901,148018.685068,-1,?,?,61.527233,2456.270578,?,?,-1,5.353406,1431.508285,?,?,?,-1.997883,0,?,-1,-0.256503,0,0.322917,124,0.974442,0.026042,0.940945,1,2,10937,384,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.144251,1.470238,?,1.689336,9.746204,?,19.342548,1077.230356,?,3.38174,693.277968,?,82.841312,2154.796875,?,8.34388,1360.404113,0.971821,0.036458,0.918683,0.971821,0.036458,0.918683,0.971821,0.036458,0.918683,0.908375,0.075521,0.825455,0.908375,0.075521,0.825455,0.908375,0.075521,0.825455,?,?,-1,0.958313,0.036458,0.916625,96.106195,97.345133,96.99115,0,0,0,0,97.168142,97.876106,0,98.053097,95.575221,96.814159,31.858407,93.80531,96.637168,0,94.867257,94.867257,68.141593,96.460177,95.044248,98.053097,0,96.637168,92.389381,95.575221
0.987694,?,?,?,0.88484,0.026537,0.809787,0.943221,0.034951,0.786736,0.882806,0.027184,0.80129,0.407629,0.88484,0.026537,0.809787,0.918447,7.078964,?,0.884658,0.029126,0.777401,0.884658,0.029126,0.777401,0.90816,0.025243,0.81475,91.84466,1419,?,?,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,?,?,53.695595,3374.673742,?,?,-1,4.119004,2053.181428,?,?,?,-0.857092,42.301748,?,-1,-0.003281,479.934257,0.081553,126,0.870107,0.041424,0.727423,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.169525,911.969709,?,1.631712,658.36571,?,12.520734,1554.491845,?,2.577208,989.485177,?,37.943011,2783.667638,?,4.663614,1854.979017,0.868922,0.026537,0.809787,0.868922,0.026537,0.809787,0.868922,0.026537,0.809787,0.677313,0.081553,0,0.71001,0.104207,0.222893,0.777845,0.088026,0.069038,?,?,-1,0.850311,0.042071,0.707527,96.826087,0,94.043478,0,0,0,0,98.217391,98.043478,0,97.217391,95.695652,96.478261,0,97.73913,?,0,97.521739,97.043478,92.173913,97.565217,97.434783,97.478261,0,95.652174,92.304348,97.608696
0.901042,?,?,?,0.980657,0.020725,0.955174,0.980657,0.020725,0.955174,0.980657,0.020725,0.955174,0.940599,0.963768,0.025907,0.942686,0.642487,56.668394,?,0.980657,0.020725,0.955174,0.980657,0.020725,0.955174,0.980657,0.020725,0.955174,64.248705,124,?,?,?,414.939073,116364.678385,?,-1,20.418311,63095.381502,-1,?,?,21.470301,3385.601793,?,?,-1,2.898903,1781.828256,?,?,?,-1.346978,0.426032,?,-1,-0.478421,1.088535,0.357513,69,0.971014,0.020725,0.954298,1,2,10937,193,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.474597,936.699482,?,1.241293,576.111556,?,6.383223,1565.931606,?,1.960579,860.781055,?,18.418942,2818.783492,?,3.423647,1623.808551,0.961723,0.031088,0.931447,0.961723,0.031088,0.931447,0.961723,0.031088,0.931447,0.940393,0.051813,0.886484,0.940393,0.051813,0.886484,0.940393,0.051813,0.886484,?,?,-1,0.993922,0.005181,0.988757,98.181818,98.181818,97.454545,0,0,0,0,?,98.909091,?,99.636364,96.727273,100,34.545455,97.818182,98.909091,0,100,98.909091,65.454545,100,98.909091,99.636364,0,98.181818,95.636364,98.909091
0.905941,?,?,?,0.86008,0.123153,0.732374,0.86008,0.123153,0.732374,0.86008,0.123153,0.732374,0.957553,0.869975,0.137931,0.702564,0.62069,53.876847,?,0.80705,0.157635,0.654762,0.80705,0.157635,0.654762,0.80705,0.157635,0.654762,62.068966,126,?,?,?,1533.022729,124833.887645,?,-1,39.142901,336479.643203,-1,?,?,30.184366,3322.374328,?,?,-1,3.286499,1911.273136,?,?,?,-1.278796,0,?,-1,-4.706787,0,0.37931,77,0.891156,0.103448,0.779747,1,2,10937,203,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.28349,889.24532,?,1.37298,605.422724,?,8.259173,1521.670097,?,2.189897,904.178327,?,23.924846,2745.680257,?,3.92371,1682.523893,0.849412,0.103448,0.775194,0.849412,0.103448,0.775194,0.849412,0.103448,0.775194,0.751804,0.226601,0.511355,0.751804,0.226601,0.511355,0.751804,0.226601,0.511355,?,?,-1,0.884405,0.108374,0.772143,90,90.689655,90.689655,0,0,0,0,90.344828,90.344828,0,89.310345,84.482759,89.310345,37.931034,86.896552,84.482759,0,91.724138,85.172414,62.068966,89.655172,86.551724,89.310345,0,88.965517,77.586207,90.689655
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.824207,31.518732,?,?,?,?,?,?,?,?,?,?,82.420749,286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,61,?,?,?,1,2,10937,347,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.643564,96.435644,96.633663,0,0,0,0,?,98.019802,0,97.425743,93.069307,97.029703,16.831683,95.049505,94.455446,0,95.247525,95.841584,83.168317,93.267327,94.851485,97.425743,0,96.831683,91.881188,95.445545
0.987694,?,?,?,0.957609,0.026537,0.905922,0.957609,0.026537,0.905922,0.957609,0.026537,0.905922,0.653766,0.954651,0.027184,0.904066,0.831715,7.078964,?,0.944692,0.023948,0.912434,0.944692,0.023948,0.912434,0.944758,0.023948,0.912434,83.171521,1285,?,?,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,?,?,53.695595,3374.673742,?,?,-1,4.119004,2053.181428,?,?,?,-0.857092,42.301748,?,-1,-0.003281,479.934257,0.168285,260,0.966485,0.017476,0.937282,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.169525,911.969709,?,1.631712,658.36571,?,12.520734,1554.491845,?,2.577208,989.485177,?,37.943011,2783.667638,?,4.663614,1854.979017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,?,?,-1,0.952412,0.023948,0.913788,98.35141,98.438178,98.308026,0,0,0,0,0,?,0,97.830803,97.874187,98.264642,0,96.572668,96.91974,0,97.180043,97.310195,83.29718,97.266811,97.396963,97.830803,0,98.004338,94.446855,97.396963
0.946328,?,?,?,0.967518,0.016901,0.945432,0.967518,0.016901,0.945432,0.967518,0.016901,0.945432,0.710516,0.967366,0.019718,0.938059,0.805634,30.808451,?,0.967518,0.016901,0.945432,0.967518,0.016901,0.945432,0.967518,0.016901,0.945432,80.56338,286,?,?,?,348.652819,114757.276056,?,-1,18.721031,48237.10157,-1,?,?,17.027968,3501.879963,?,?,-1,2.379999,1693.590846,?,?,?,-1.153468,44.55493,?,-1,-0.34854,372.819032,0.194366,69,0.974764,0.014085,0.954778,1,2,10937,355,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,1.568948,953.198592,?,0.970725,510.314637,?,3.99292,1575.427887,?,1.505356,770.358826,?,11.602924,2885.643662,?,2.642549,1467.605519,0.935492,0.039437,0.872675,0.935492,0.039437,0.872675,0.935492,0.039437,0.872675,0.947527,0.022535,0.925588,0.974967,0.022535,0.925588,0.94735,0.025352,0.91676,?,?,-1,0.965846,0.019718,0.937382,97.669903,98.446602,97.475728,0,0,0,0,0,97.864078,0,98.058252,97.281553,97.669903,81.553398,97.281553,97.281553,0,97.669903,96.893204,81.553398,97.087379,97.087379,98.058252,0,98.446602,96.699029,96.699029
0.923695,?,?,?,0.920187,0.08,0.840051,0.920187,0.08,0.840051,0.920187,0.08,0.840051,0.999954,0.922907,0.064,0.872106,0.504,43.748,?,0.912186,0.088,0.824056,0.912186,0.088,0.824056,0.912186,0.088,0.824056,50.4,126,?,?,?,398.943103,117123.664198,?,-1,20.022822,62202.028386,-1,?,?,23.606355,3392.294771,?,?,-1,3.079575,1843.397485,?,?,?,-1.301099,53.090123,?,-1,-0.323522,429.715091,0.496,124,0.911866,0.088,0.823944,1,2,10937,250,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.871393,937.3155,?,1.299067,596.085302,?,7.36062,1567.185032,?,2.079758,891.247412,?,22.133577,2799.970933,?,3.745747,1672.756293,0.939484,0.064,0.872008,0.939484,0.064,0.872008,0.939484,0.064,0.872008,0.803827,0.196,0.607849,0.803827,0.196,0.607849,0.803827,0.196,0.607849,?,?,-1,0.924027,0.076,0.848,89.722222,92.5,91.388889,0,0,0,0,93.055556,92.777778,0,93.611111,86.388889,88.888889,50,90.277778,91.666667,0,93.055556,88.611111,50,93.611111,92.5,0,0,92.777778,77.5,92.5
0.965138,?,?,?,0.948709,0.043956,0.912011,0.948709,0.043956,0.912011,0.948709,0.043956,0.912011,0.998364,0.95708,0.042125,0.915515,0.52381,20.031136,?,0.958587,0.049451,0.90103,0.958587,0.049451,0.90103,0.946766,0.045788,0.908329,52.380952,286,?,?,?,539.879825,122633.023443,?,-1,23.276997,60876.021564,-1,?,?,25.934993,3409.881472,?,?,-1,2.895495,1838.525596,?,?,?,-0.932528,51.191575,?,-1,-0.243163,411.297531,0.47619,260,0.978147,0.021978,0.955959,1,2,10937,546,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.135256,938.519963,?,1.149782,567.696958,?,5.290468,1543.739194,?,1.745794,860.087488,?,16.903384,2792.405495,?,3.10714,1675.364402,0.945179,0.042125,0.915515,0.945179,0.042125,0.915515,0.945179,0.042125,0.915515,0.915983,0.095238,0.809024,0.940324,0.086081,0.827719,0.929855,0.086081,0.827115,?,?,-1,0.977797,0.021978,0.955929,0,97.888199,97.639752,0,0,0,0,?,99.006211,0,98.012422,96.645963,0,52.173913,95.52795,96.149068,0,95.900621,95.776398,52.173913,96.397516,96.521739,98.012422,0,97.639752,93.664596,94.409938
