@relation MetaDataOpenML

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNoiseToSignalRatio numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.GaussianProcesses numeric
@attribute weka.classifiers.functions.LinearRegression numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLinearRegression numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.M5Rules numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.M5P numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.987694,?,?,?,0.711715,0.089968,0.374492,0.711715,0.089968,0.374492,0.711715,0.089968,0.374492,0.403091,0.831772,0.080259,0,0.919741,7.078964,?,0.661611,0.094498,0.386991,0.661611,0.094498,0.386991,0.661611,0.094498,0.386991,91.97411,1421,?,?,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,?,?,53.554331,3366.985842,?,?,-1,4.109239,2047.750207,?,?,?,-1.725478,-4.331745,?,-1,-1.703351,0.110511,0.080259,124,0.829105,0.097735,0.495745,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.130848,907.645696,?,1.627587,656.123332,?,12.45222,1551.392298,?,2.571793,985.840304,?,37.852689,2779.776019,?,4.655578,1848.993413,0.499824,0.080259,0,0.499824,0.080259,0,0.499824,0.080259,0,0.609461,0.115858,0.21812,0.609461,0.115858,0.21812,0.609461,0.115858,0.21812,?,?,-1,0.762965,0.086731,0.470942,88.633406,90.281996,84.078091,0,0,0,0,0,?,0,93.926247,92.277657,91.409978,0,86.681128,90.412148,0,91.670282,91.670282,92.190889,92.190889,92.060738,93.926247,0,92.841649,89.631236,92.668113
?,?,?,?,?,?,?,?,?,?,?,?,?,0.285709,0.852715,0.049838,0,0.950162,7.078964,?,0.526788,0.064725,0.299345,0.526788,0.064725,0.299345,0.526788,0.064725,0.299345,95.016181,1468,?,?,?,1533.022729,124833.887645,?,-1,39.142901,336479.643203,-1,?,?,34.313332,3293.997441,?,?,-1,3.456196,1925.609948,?,?,?,-1.133186,0,?,-1,-4.706787,0,?,77,0.827658,0.081553,0.43231,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.70858,868.877778,?,1.42773,607.675541,?,9.200243,1508.340385,?,2.285182,907.496738,?,26.577581,2719.838996,?,4.131289,1693.779135,0.496753,0.049838,0,0.496753,0.049838,0,0.496753,0.049838,0,0.5158,0.089968,0.032195,0.5158,0.089968,0.032195,0.5158,0.089968,0.032195,?,?,-1,?,?,?,90.32538,91.193059,85.37961,0,0,0,0,94.793926,95.357918,0,94.273319,95.227766,92.321041,0,89.197397,93.665944,0,94.62039,93.926247,95.227766,95.227766,93.62256,94.273319,0,95.184382,92.581345,95.184382
?,?,?,?,?,?,?,?,?,?,?,?,?,0.964079,0.895743,0.080247,0.827179,0.611111,33.756173,?,0.868707,0.108025,0.771076,0.868707,0.108025,0.771076,0.868707,0.108025,0.771076,61.111111,198,?,?,?,317.53299,120617.236728,?,-1,17.86896,302909.910229,-1,?,?,18.596437,3417.34588,?,?,-1,2.75444,1954.265735,?,?,?,-1.634261,46.230822,?,-1,-0.392258,410.808003,?,126,0.906867,0.092593,0.806313,1,2,10937,324,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.223852,953.259991,?,1.217327,598.620722,?,5.59955,1570.677397,?,1.8897,896.389839,?,15.942161,2812.256332,?,3.224684,1667.388614,0.895743,0.080247,0.827179,0.895743,0.080247,0.827179,0.895743,0.080247,0.827179,0.717532,0.274691,0.429487,0.717532,0.274691,0.429487,0.717532,0.274691,0.429487,?,?,-1,?,?,?,91.702128,91.702128,92.12766,0,?,0,0,92.978723,94.042553,0,92.978723,88.510638,89.148936,61.702128,91.702128,88.93617,0,93.191489,91.06383,61.702128,92.978723,89.787234,92.978723,0,94.468085,79.361702,93.404255
0.852713,?,?,?,0.984557,0.015385,0.969114,0.984557,0.015385,0.969114,0.984557,0.015385,0.969114,0.997267,0.992754,0.007692,0.984572,0.530769,84.130769,?,0.984557,0.015385,0.969114,0.984557,0.015385,0.969114,0.984557,0.015385,0.969114,53.076923,69,?,?,?,2443.618065,120617.236728,?,-1,49.388771,302909.910229,-1,?,?,86.170115,2275.205596,?,?,-1,5.952135,1249.792591,?,?,?,-2.000963,-265.690967,?,-1,-3.546061,0,0.469231,61,0.984557,0.015385,0.969114,1,2,10937,130,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.245383,0.122977,?,1.431504,0.748208,?,13.44536,941.948733,?,2.915837,591.091778,?,99.154748,2014.950871,?,9.429211,1160.061154,0.914588,0.092308,0.814683,0.914588,0.092308,0.814683,0.914588,0.092308,0.814683,0.930981,0.069231,0.861144,0.930981,0.069231,0.861144,0.930981,0.069231,0.861144,?,?,-1,0.984557,0.015385,0.969114,0,97.777778,97.777778,0,0,0,0,98.333333,100,0,98.888889,98.333333,98.888889,47.222222,98.888889,99.444444,0,98.888889,98.888889,52.777778,98.888889,98.888889,98.888889,0,97.777778,85.555556,96.666667
0.987694,?,?,?,0.644293,0.04466,0.33248,0.644293,0.04466,0.33248,0.644293,0.04466,0.33248,0.239913,0.793143,0.039482,0,0.960518,7.078964,?,0.530125,0.045307,0.148251,0.530125,0.045307,0.148251,0.530125,0.045307,0.148251,96.05178,1484,?,?,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,?,?,53.695595,3374.673742,?,?,-1,4.119004,2053.181428,?,?,?,-0.857092,42.301748,?,-1,-0.003281,479.934257,0.039482,61,0.818437,0.062136,0.437291,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,5.169525,911.969709,?,1.631712,658.36571,?,12.520734,1554.491845,?,2.577208,989.485177,?,37.943011,2783.667638,?,4.663614,1854.979017,0.495902,0.039482,0,0.495902,0.039482,0,0.778341,0.042718,0.277853,0.631843,0.039482,0,0.713496,0.039482,0,0.711502,0.039482,0,?,?,-1,0.769232,0.05178,0.393571,91.670282,93.015184,86.117137,0,0,0,0,0,96.572668,0,96.312364,96.312364,95.618221,0,92.147505,0,0,96.008677,95.748373,96.312364,96.312364,95.574837,96.312364,0,96.312364,94.316703,96.008677
0.947514,?,?,?,0.831941,0.099174,0.694602,0.831941,0.099174,0.694602,0.831941,0.099174,0.694602,0.745518,0.90984,0.090909,0.741514,0.787879,30.129477,?,0.87626,0.101928,0.690651,0.87626,0.101928,0.690651,0.859913,0.101928,0.699335,78.787879,286,?,?,?,356.708749,113108.119008,?,-1,18.935713,50265.834596,-1,?,?,22.572066,3517.887497,?,?,-1,2.749833,1694.698752,?,?,?,-1.167986,38.246556,?,-1,-0.323802,389.732502,0.212121,77,0.91958,0.07438,0.790402,1,2,10937,363,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.047371,959.012397,?,1.073507,532.178809,?,5.159767,1560.445179,?,1.688565,793.506143,?,15.041457,2862.211295,?,2.999606,1479.402174,0.897353,0.104683,0.708914,0.897353,0.104683,0.708914,0.897353,0.104683,0.708914,0.792435,0.187328,0.308261,0.8682,0.129477,0.587171,0.862047,0.118457,0.66012,?,?,-1,0.855781,0.07438,0.769827,91.132075,92.264151,90.943396,0,0,0,0,0,?,0,93.773585,85.283019,92.264151,79.245283,89.811321,88.867925,0,91.698113,91.509434,79.245283,90,90.943396,93.773585,0,94.150943,87.924528,90
0.942073,?,?,?,0.970123,0.030395,0.911144,0.970123,0.030395,0.911144,0.970123,0.030395,0.911144,0.74096,0.977815,0.018237,0.945563,0.790274,33.243161,?,0.970123,0.030395,0.911144,0.970123,0.030395,0.911144,0.970123,0.030395,0.911144,79.027356,260,?,?,?,322.770922,129230.071429,?,-1,18.018193,64147.696242,-1,?,?,19.818373,3306.852549,?,?,-1,2.716796,1776.793447,?,?,?,-1.384623,51.391489,?,-1,-0.482788,395.010826,0.209726,69,0.978261,0.009119,0.972045,1,2,10937,329,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.036532,913.564134,?,1.095812,542.484585,?,5.28999,1516.805167,?,1.803195,821.509012,?,15.885722,2738.516109,?,3.158222,1603.077004,0.97748,0.030395,0.911144,0.97748,0.030395,0.911144,0.97748,0.030395,0.911144,0.91296,0.133739,0.652103,0.921656,0.094225,0.736766,0.92762,0.051672,0.844945,?,?,-1,0.973161,0.024316,0.927417,99.166667,98.958333,98.958333,0,0,0,0,98.333333,98.958333,0,97.708333,0,99.166667,19.791667,97.916667,0,0,0,98.125,80.208333,97.916667,98.125,97.5,0,98.958333,95.416667,97.708333
?,?,?,?,?,?,?,?,?,?,?,?,?,0.993877,0.940011,0.057143,0.884191,0.546032,17.360317,?,0.942663,0.066667,0.865448,0.942663,0.066667,0.865448,0.93103,0.069841,0.859206,54.603175,344,?,?,?,623.854511,114893.941746,?,-1,25.015611,59114.865731,-1,?,?,31.73235,3451.636717,?,?,-1,3.266191,1820.398291,?,?,?,-0.7077,45.093492,?,-1,-0.085471,419.452574,?,286,0.954271,0.042857,0.913118,1,2,10937,630,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.123279,958.288254,?,1.315658,580.211377,?,7.406809,1570.820159,?,2.005723,865.210219,?,24.033563,2842.900794,?,3.715534,1662.124667,0.932479,0.066667,0.865129,0.951166,0.055556,0.887906,0.951166,0.055556,0.887906,0.868988,0.153968,0.685444,0.898561,0.139683,0.712657,0.923794,0.085714,0.826184,?,?,-1,?,?,?,95.268817,95.806452,95.483871,0,0,?,0,0,96.236559,0,96.236559,94.946237,94.086022,54.83871,92.580645,94.623656,0,94.623656,95.16129,54.83871,94.408602,94.623656,96.236559,0,96.021505,90.752688,95.268817
0.987694,?,?,?,0.973626,0.003236,0.961811,0.97144,0.004531,0.946535,0.966709,0.004531,0.945781,0.263265,0.973626,0.003236,0.961811,0.95534,7.078964,?,0.961397,0.007767,0.910219,0.961397,0.007767,0.910219,0.961397,0.007767,0.910219,95.533981,1476,?,?,?,2443.618065,120617.236728,?,-1,49.388771,302909.910229,-1,?,?,113.02857,1868.351054,?,?,-1,7.267124,1091.71449,?,?,?,-2.000963,-265.690967,?,-1,-3.546061,0,0.04466,69,0.970337,0.003883,0.953852,1,2,10937,1545,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,4.836721,0.043478,?,1.723688,0.339171,?,32.960195,504.088889,?,4.73269,502.894838,?,149.341998,1702.323973,?,11.603816,1011.198375,0.963262,0.003236,0.961272,0.963262,0.003236,0.961272,0.963262,0.003236,0.961272,0.886562,0.01877,0.778501,0.886562,0.01877,0.778501,0.886562,0.01877,0.778501,?,?,-1,0.970843,0.003236,0.961272,99.826087,99.73913,99.782609,0,0,0,0,0,0,0,99.608696,99.478261,0,0,0,99.434783,0,99.73913,99.521739,95.869565,99.73913,99.652174,99.608696,0,99.565217,98.826087,99.782609
0.943452,?,?,?,0.94478,0.032641,0.906131,0.94478,0.032641,0.906131,0.94478,0.032641,0.906131,0.775364,0.969031,0.047478,0.873433,0.771513,32.454006,?,0.872877,0.059347,0.82528,0.872877,0.059347,0.82528,0.872877,0.059347,0.82528,77.151335,260,?,?,?,26703.994905,6181967.170056,?,-1,148.076014,25311869.221418,-1,?,?,29.485647,6481.3779,?,?,-1,3.13369,8082.085489,?,?,?,-1.674935,-153278.608487,?,-1,-1.799249,0,0.228487,77,0.978122,0.026706,0.926599,1,2,10937,337,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.756022,899.006231,?,1.265846,569.956589,?,6.879359,1499.84184,?,2.036149,855.363134,?,20.004656,2742.167507,?,3.588562,1645.55842,0.92992,0.089021,0.754242,0.92992,0.089021,0.754242,0.92992,0.089021,0.754242,0.83022,0.106825,0.685504,0.83022,0.106825,0.685504,0.83022,0.106825,0.685504,?,?,-1,0.951374,0.029674,0.915058,96.363636,96.565657,95.959596,0,0,0,0,96.363636,96.363636,0,0,96.161616,96.767677,22.222222,94.545455,93.737374,0,92.121212,94.343434,77.777778,94.747475,94.141414,97.171717,0,96.363636,91.111111,93.939394
?,?,?,?,?,?,?,?,?,?,?,?,?,0.834135,0.878774,0.066239,0.822145,0.735043,23.369658,?,0.922168,0.089744,0.768404,0.922168,0.089744,0.768404,0.922168,0.089744,0.768404,73.504274,344,?,?,?,461.922468,124833.887645,?,-1,21.537935,336479.643203,-1,?,?,25.103135,3255.661123,?,?,-1,3.141238,1864.989657,?,?,?,-1.133186,0,?,-1,-4.706787,0,?,124,0.945143,0.042735,0.890285,1,2,10937,468,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.169387,848.2972,?,1.34268,581.918251,?,7.868899,1486.041132,?,2.142874,869.801305,?,21.967443,2684.101976,?,3.896868,1622.21652,0.857957,0.108974,0.718046,0.857957,0.108974,0.718046,0.857957,0.108974,0.718046,0.813485,0.145299,0.626969,0.813485,0.145299,0.626969,0.813485,0.145299,0.626969,?,?,-1,?,?,?,93.913043,94.492754,92.898551,0,0,0,0,95.072464,95.362319,0,96.666667,90.869565,93.043478,73.913043,91.304348,93.913043,0,92.608696,93.478261,73.913043,93.333333,93.478261,96.666667,0,95.507246,87.246377,92.898551
?,?,?,?,?,?,?,?,?,?,?,?,?,0.98674,0.946581,0.076419,0.845886,0.567686,23.879913,?,0.944192,0.072052,0.852939,0.944192,0.072052,0.852939,0.940812,0.069869,0.857825,56.768559,260,?,?,?,451.803256,128601.795197,?,-1,21.300316,257331.415703,-1,?,?,30.848519,3361.589633,?,?,-1,3.412126,2099.906601,?,?,?,-1.099934,49.518777,?,-1,-0.228199,469.634799,?,198,0.970668,0.030568,0.937948,1,2,10937,458,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,3.510516,924.925546,?,1.453953,639.828447,?,8.143249,1534.889738,?,2.199837,961.774047,?,24.433735,2747.580349,?,3.859798,1812.360343,0.928768,0.074236,0.848939,0.919435,0.078603,0.840437,0.887655,0.08952,0.817288,0.782508,0.233624,0.520273,0.877195,0.187773,0.629492,0.929079,0.111354,0.776234,?,?,-1,?,?,?,96.296296,96,96,0,0,0,0,?,97.481481,0,97.185185,94.222222,97.037037,42.962963,0,93.037037,0,91.851852,92.740741,57.037037,90.666667,0,97.185185,?,96.444444,90.518519,91.851852
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.731915,23.270213,?,?,?,?,?,?,?,?,?,?,73.191489,344,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,126,?,?,?,1,2,10937,470,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91.594203,94.057971,90.289855,0,0,0,0,95.072464,95.797101,0,93.768116,92.028986,91.304348,73.913043,93.188406,94.927536,0,94.492754,92.173913,73.913043,94.347826,93.768116,93.768116,0,94.057971,84.492754,94.927536
0.861314,?,?,?,0.854482,0.137681,0.717518,0.854482,0.137681,0.717518,0.854482,0.137681,0.717518,0.990281,0.843198,0.173913,0.652174,0.557971,79.253623,?,0.826272,0.188406,0.620639,0.826272,0.188406,0.620639,0.826272,0.188406,0.620639,55.797101,77,?,?,?,26703.994905,6181967.170056,?,-1,148.076014,25311869.221418,-1,?,?,22.386396,5038.361233,?,?,-1,2.755663,4907.130827,?,?,?,-1.674935,-153278.608487,?,-1,-1.799249,0,0.442029,61,0.898552,0.094203,0.806723,1,2,10937,138,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,1.955386,939.825843,?,1.104657,551.056455,?,5.098871,1552.514563,?,1.747974,821.167874,?,15.418302,2814.500607,?,3.150591,1552.352049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,?,?,-1,0.936449,0.065217,0.86846,89.74359,91.282051,88.205128,0,0,0,0,89.74359,89.74359,0,89.74359,83.076923,92.307692,0,0,76.923077,0,79.487179,85.128205,56.410256,81.025641,86.153846,89.74359,0,90.769231,72.307692,77.435897
0.928571,?,?,?,0.97321,0.018727,0.95091,1,0,1,0.981884,0.011236,0.970264,0.824363,0.97321,0.018727,0.95091,0.741573,40.962547,?,0.97321,0.018727,0.95091,0.97321,0.018727,0.95091,0.97321,0.018727,0.95091,74.157303,198,?,?,?,266.940665,147022.902622,?,2,16.337425,331463.944265,-1,?,?,22.493072,3448.026099,?,?,2,3.03353,2149.585719,?,?,?,-0.828388,70.124719,?,2,-0.200281,467.564298,0.258427,69,0.985507,0.007491,0.98027,1,2,10937,267,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.888406,957.172097,?,1.343246,636.371759,?,6.79575,1580.291199,?,2.050534,950.286518,?,19.443269,2826.094569,?,3.525197,1762.042867,0.971014,0.014981,0.960541,0.971014,0.014981,0.960541,0.971014,0.014981,0.960541,0.891414,0.134831,0.667082,0.94137,0.052434,0.856419,0.931562,0.048689,0.872366,?,?,0,0.984043,0.011236,0.970823,99.480519,99.480519,99.480519,0,0,0,0,98.441558,98.441558,0,0,0,98.181818,24.675325,97.662338,97.662338,0,96.883117,96.623377,75.324675,97.922078,96.623377,99.220779,0,99.480519,96.103896,97.142857
0.960663,?,?,?,0.943985,0.061983,0.872192,0.943985,0.061983,0.872192,0.943985,0.061983,0.872192,0.976021,0.924922,0.072314,0.851466,0.590909,22.597107,?,0.900826,0.090909,0.812548,0.900826,0.090909,0.812548,0.900826,0.090909,0.812548,59.090909,286,?,?,?,477.686304,129230.071429,?,-1,21.898166,248857.443446,-1,?,?,25.438111,3408.193322,?,?,-1,2.973708,1868.093717,?,?,?,-1.384623,46.38719,?,-1,-0.482788,395.010826,0.409091,198,0.932984,0.068182,0.859954,1,2,10937,484,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.454879,935.064322,?,1.178119,563.726877,?,6.22175,1540.439566,?,1.890945,846.000777,?,18.274979,2791.398192,?,3.351428,1611.985726,0.890858,0.11157,0.772064,0.890858,0.11157,0.772064,0.890858,0.11157,0.772064,0.825952,0.165289,0.655981,0.825952,0.165289,0.655981,0.825952,0.165289,0.655981,?,?,-1,0.858586,0.123967,0.736632,91.690141,92.676056,91.830986,0,0,?,0,?,93.098592,0,93.661972,90,89.295775,59.15493,91.126761,90.704225,0,93.521127,91.971831,59.15493,92.957746,89.295775,93.661972,0,92.816901,83.802817,91.690141
0.897849,?,?,?,0.919659,0.074866,0.82969,0.919659,0.074866,0.82969,0.919659,0.074866,0.82969,0.911,0.929677,0.090909,0.795786,0.673797,58.486631,?,0.88466,0.106952,0.7567,0.88466,0.106952,0.7567,0.88466,0.106952,0.7567,67.379679,126,?,?,?,180.852362,113476.05615,?,-1,13.519459,57151.417842,-1,?,?,16.085295,3390.854697,?,?,-1,2.671162,1849.118481,?,?,?,-1.401041,57.029947,?,-1,-0.297457,422.84801,0.326203,61,0.906128,0.069519,0.837032,1,2,10937,187,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.112476,932.667914,?,1.150258,583.987273,?,5.62933,1562.785561,?,1.887049,871.101543,?,16.376825,2808.186631,?,3.330566,1638.500798,0.847645,0.117647,0.732371,0.847645,0.117647,0.732371,0.847645,0.117647,0.732371,0.785974,0.192513,0.562061,0.913674,0.15508,0.623324,0.858054,0.160428,0.631938,?,?,-1,0.957845,0.048128,0.892782,94.716981,95.849057,95.849057,0,0,0,0,95.471698,0,0,94.716981,92.075472,95.849057,32.075472,89.811321,86.792453,0,87.169811,92.075472,67.924528,89.811321,91.320755,94.716981,0,97.735849,82.641509,90.566038
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.646154,56.087179,?,?,?,?,?,?,?,?,?,?,64.615385,126,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,69,?,?,?,1,2,10937,195,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97.454545,98.545455,97.454545,0,0,0,0,?,97.090909,0,97.454545,96.363636,96.363636,34.545455,97.090909,96.363636,0,97.090909,96,65.454545,97.090909,96.363636,97.454545,0,97.818182,91.272727,96.363636
0.930657,?,?,?,0.687328,0.250909,0.365109,0.687328,0.250909,0.365109,0.687328,0.250909,0.365109,0.855451,0.798341,0.225455,0.481952,0.72,39.770909,?,0.667126,0.28,0.324324,0.667126,0.28,0.324324,0.667126,0.28,0.324324,72,198,?,?,?,268.958334,122911.021818,?,-1,16.460118,327186.267577,-1,?,?,23.597997,3469.101653,?,?,-1,3.099937,2095.756067,?,?,?,-0.826144,0.0125,?,-1,-0.165054,0.136572,0.28,77,0.690657,0.250909,0.375226,1,2,10937,275,0,0,10936,1,0.009143,0,0,99.990857,0.009143,?,2.881038,961.045,?,1.315715,631.178855,?,6.830905,1563.339455,?,2.041765,932.674545,?,20.262368,2819.016545,?,3.613764,1714.278815,0.627279,0.287273,0.157064,0.627279,0.287273,0.157064,0.627279,0.287273,0.157064,0.592713,0.323636,0.18766,0.592713,0.323636,0.18766,0.592713,0.323636,0.18766,?,?,-1,0.706972,0.309091,0.331551,78.75,70.25,71.5,0,0,0,?,76.75,74.25,0,78.5,75.25,66.5,27.5,70.75,68.75,0,75.25,77.5,72.5,73.5,73.25,0,0,78.25,67.75,76.5
